Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,159/143,28/51,121/85,2/6,-,8/1
2024,32/26,9/11,22/13,0/1,-,1/1
2023,48/37,1/7,42/27,2/3,-,3/0
2022,41/35,3/9,34/26,-,-,4/0
2021,30/25,10/9,20/16,-,-,-
2020,0/3,0/1,-,0/2,-,-
2019,7/13,4/10,3/3,-,-,-
2018,1/3,1/3,-,-,-,-
2017,0/1,0/1,-,-,-,-
