Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/78,109/55,15/14,0/4,-,2/5
2024,45/26,37/18,7/4,0/1,-,1/3
2023,59/26,55/20,3/3,0/2,-,1/1
2022,19/17,15/12,4/4,0/1,-,-
2021,3/7,2/4,1/2,-,-,0/1
2019,0/2,0/1,0/1,-,-,-
