Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Rome (Italy),clay,header
25.04. 17:10,Gaubas V.,2,4,6,6,,,4,2,68%,76% (50/66),32% (10/31),75% (6/8),39% (18/46),46% (13/28),63% (5/8),62% (60/97),42% (31/74),53% (91/171),7,0,85% (11/13),38% (5/13),62% (16/26),[],[],[],[],[],1.72
25.04. 17:10,Neumayer L.,1,6,3,1,,,0,3,62%,61% (28/46),54% (15/28),38% (3/8),24% (16/66),68% (21/31),25% (2/8),58% (43/74),38% (37/97),47% (80/171),3,1,62% (8/13),15% (2/13),38% (10/26),[],[],[],[],[],2.03
24.04. 17:35,Gaubas V.,2,6,4,6,,,6,1,75%,70% (53/76),54% (14/26),85% (11/13),37% (21/57),41% (12/29),60% (3/5),66% (66/100),38% (33/86),53% (99/186),6,0,87% (13/15),21% (3/14),55% (16/29),[],[],[],[],[],1.55
24.04. 17:35,Pellegrino A.,1,3,6,4,,,4,5,66%,63% (36/57),59% (17/29),40% (2/5),30% (23/76),46% (12/26),15% (2/13),62% (53/86),34% (34/100),47% (87/186),4,2,79% (11/14),13% (2/15),45% (13/29),[],[],[],[],[],2.36
23.04. 15:10,Gaubas V.,2,6,6,,,,5,0,90%,81% (29/36),75% (3/4),0% (0/0),41% (13/32),71% (12/17),50% (4/8),80% (32/40),51% (25/49),64% (57/89),6,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.31
23.04. 15:10,Prihodko O.,0,2,2,,,,1,2,65%,59% (19/32),29% (5/17),50% (4/8),19% (7/36),25% (1/4),0% (0/0),49% (24/49),20% (8/40),36% (32/89),4,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.26
22.04. 16:45,Gaubas V.,2,3,6,6,,,5,1,63%,71% (37/52),57% (17/30),25% (1/4),36% (20/55),53% (21/40),50% (4/8),66% (54/82),43% (41/95),54% (95/177),6,0,79% (11/14),31% (4/13),56% (15/27),[],[],[],[],[],1.34
22.04. 16:45,Sultanov K.,1,6,4,2,,,0,5,58%,64% (35/55),48% (19/40),50% (4/8),29% (15/52),43% (13/30),75% (3/4),57% (54/95),34% (28/82),46% (82/177),4,0,69% (9/13),21% (3/14),44% (12/27),[],[],[],[],[],3.10
CHALLENGER MEN - SINGLES :  Madrid (Spain),clay,header
11.04. 14:40,Gaubas V.,1,7^8,4,6^4,,,13,1,63%,67% (55/82),58% (28/48),80% (8/10),18% (13/71),43% (16/37),17% (1/6),64% (83/130),27% (29/108),47% (112/238),4,1,88% (15/17),6% (1/17),47% (16/34),[],[],[],[],[],2.89
11.04. 14:40,Cilic M.,2,6^6,6,7^7,,,12,1,66%,82% (58/71),57% (21/37),83% (5/6),33% (27/82),42% (20/48),20% (2/10),73% (79/108),36% (47/130),53% (126/238),6,0,94% (16/17),12% (2/17),53% (18/34),[],[],[],[],[],1.38
10.04. 16:05,Gaubas V.,2,4,6,6,,,7,1,75%,77% (43/56),53% (10/19),0% (0/2),33% (17/52),53% (19/36),50% (4/8),71% (53/75),41% (36/88),55% (89/163),6,0,86% (12/14),29% (4/14),57% (16/28),[],[],[],[],[],2.23
10.04. 16:05,Ofner S.,1,6,3,3,,,5,2,59%,67% (35/52),47% (17/36),50% (4/8),23% (13/56),47% (9/19),100% (2/2),59% (52/88),29% (22/75),45% (74/163),4,2,71% (10/14),14% (2/14),43% (12/28),[],[],[],[],[],1.61
08.04. 20:30,Gaubas V.,2,4,7,7,,,3,3,68%,67% (48/72),62% (21/34),67% (6/9),32% (22/69),48% (20/42),33% (4/12),65% (69/106),38% (42/111),51% (111/217),8,0,82% (14/17),24% (4/17),53% (18/34),[],[],[],[],[],1.43
08.04. 20:30,Giustino L.,1,6,5,5,,,5,3,62%,68% (47/69),52% (22/42),67% (8/12),33% (24/72),38% (13/34),33% (3/9),62% (69/111),35% (37/106),49% (106/217),2,0,76% (13/17),18% (3/17),47% (16/34),[],[],[],[],[],2.69
CHALLENGER MEN - SINGLES :  Menorca (Spain),clay,header
06.04. 15:40,Gaubas V.,2,6,6,,,,2,1,71%,68% (23/34),64% (9/14),0% (0/1),44% (15/34),64% (16/25),56% (5/9),17,18,83% (5/6),67% (32/48),53% (31/59),59% (63/107),8,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.62
06.04. 15:40,Martin Tiffon P.,0,0,4,,,,0,4,58%,56% (19/34),36% (9/25),44% (4/9),32% (11/34),36% (5/14),100% (1/1),9,30,100% (6/6),47% (28/59),33% (16/48),41% (44/107),2,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],2.21
05.04. 14:40,Gaubas V.,2,6,4,6,,,2,3,66%,67% (40/60),58% (18/31),33% (1/3),29% (15/51),46% (13/28),43% (3/7),26,0,90% (9/10),64% (58/91),35% (28/79),51% (86/170),8,0,87% (13/15),20% (3/15),53% (16/30),[],[],[],[],[],2.51
05.04. 14:40,Buse I.,1,4,6,4,,,1,1,65%,71% (36/51),54% (15/28),57% (4/7),33% (20/60),42% (13/31),67% (2/3),24,37,61% (11/18),65% (51/79),36% (33/91),49% (84/170),2,0,80% (12/15),13% (2/15),47% (14/30),[],[],[],[],[],1.49
04.04. 15:40,Gaubas V.,2,7^7,6,,,,3,4,54%,70% (30/43),50% (18/36),80% (8/10),38% (13/34),53% (17/32),67% (4/6),11,24,33% (1/3),61% (48/79),45% (30/66),54% (78/145),7,0,80% (8/10),40% (4/10),60% (12/20),[],[],[],[],[],2.68
04.04. 15:40,Ofner S.,0,6^2,2,,,,1,5,52%,62% (21/34),47% (15/32),33% (2/6),30% (13/43),50% (18/36),20% (2/10),22,52,85% (11/13),55% (36/66),39% (31/79),46% (67/145),3,1,60% (6/10),20% (2/10),40% (8/20),[],[],[],[],[],1.48
03.04. 13:40,Gaubas V.,2,7,6,,,,0,0,61%,76% (28/37),46% (11/24),50% (2/4),45% (21/47),56% (18/32),42% (5/12),24,38,81% (13/16),64% (39/61),49% (39/79),56% (78/140),9,0,80% (8/10),45% (5/11),62% (13/21),[],[],[],[],[],1.76
03.04. 13:40,Gea A.,0,5,3,,,,0,2,59%,55% (26/47),44% (14/32),58% (7/12),24% (9/37),54% (13/24),50% (2/4),11,29,80% (4/5),51% (40/79),36% (22/61),44% (62/140),1,0,55% (6/11),20% (2/10),38% (8/21),[],[],[],[],[],1.97
01.04. 15:45,Gaubas V.,2,6,7^7,,,,2,1,65%,69% (27/39),62% (13/21),0% (0/1),36% (14/39),59% (20/34),36% (4/11),14,21,80% (4/5),67% (40/60),47% (34/73),56% (74/133),6,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.89
01.04. 15:45,Squire H.,0,0,6^5,,,,2,8,53%,64% (25/39),41% (14/34),64% (7/11),31% (12/39),38% (8/21),100% (1/1),17,43,63% (5/8),53% (39/73),33% (20/60),44% (59/133),4,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],1.83
CHALLENGER MEN - SINGLES :  Girona (Spain),clay,header
26.03. 00:00,Gaubas V.,0,3,2,,,,2,1,72%,62% (24/39),27% (4/15),33% (2/6),36% (13/36),20% (3/15),33% (1/3),52% (28/54),31% (16/51),42% (44/105),2,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],4.61
26.03. 00:00,Fucsovics M.,2,6,6,,,,1,1,71%,64% (23/36),80% (12/15),67% (2/3),38% (15/39),73% (11/15),67% (4/6),69% (35/51),48% (26/54),58% (61/105),8,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],1.17
CHALLENGER MEN - SINGLES :  Murcia (Spain),clay,header
19.03. 16:15,Gaubas V.,1,5,6,1,,,1,2,66%,61% (41/67),53% (18/34),75% (12/16),12% (6/49),54% (13/24),40% (2/5),58% (59/101),26% (19/73),45% (78/174),2,0,71% (10/14),14% (2/14),43% (12/28),[],[],[],[],[],3.87
19.03. 16:15,Taberner C.,2,7,3,6,,,1,2,67%,88% (43/49),46% (11/24),60% (3/5),39% (26/67),47% (16/34),25% (4/16),74% (54/73),42% (42/101),55% (96/174),8,0,86% (12/14),29% (4/14),57% (16/28),[],[],[],[],[],1.20
CHALLENGER MEN - SINGLES :  Lugano (Switzerland),hard,header
28.02. 23:10,Gaubas V.,0,2,3,,,,0,1,75%,60% (25/42),36% (5/14),40% (2/5),19% (5/26),27% (6/22),0% (0/0),54% (30/56),23% (11/48),39% (41/104),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.80
28.02. 23:10,Prizmic D.,2,6,6,,,,3,2,54%,81% (21/26),73% (16/22),0% (0/0),40% (17/42),64% (9/14),60% (3/5),77% (37/48),46% (26/56),61% (63/104),8,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.24
26.02. 22:35,Gaubas V.,2,6^2,7,6,,,9,3,74%,71% (51/72),52% (13/25),0% (0/3),29% (18/63),48% (19/40),71% (5/7),66% (64/97),36% (37/103),51% (101/200),6,0,82% (14/17),29% (5/17),56% (19/34),[],[],[],[],[],1.59
26.02. 22:35,Rottgering M.,1,7^7,5,4,,,1,5,61%,71% (45/63),53% (21/40),29% (2/7),29% (21/72),48% (12/25),100% (3/3),64% (66/103),34% (33/97),50% (99/200),4,2,71% (12/17),18% (3/17),44% (15/34),[],[],[],[],[],2.27
25.02. 22:35,Gaubas V.,2,6,1,6,,,4,1,84%,65% (40/62),58% (7/12),67% (6/9),28% (12/43),58% (18/31),67% (4/6),64% (47/74),41% (30/74),52% (77/148),6,0,75% (9/12),33% (4/12),54% (13/24),[],[],[],[],[],3.90
25.02. 22:35,Stricker D.,1,3,6,2,,,7,3,58%,72% (31/43),42% (13/31),33% (2/6),35% (22/62),42% (5/12),33% (3/9),59% (44/74),36% (27/74),48% (71/148),4,1,67% (8/12),25% (3/12),46% (11/24),[],[],[],[],[],1.23
CHALLENGER MEN - SINGLES :  Pau (France),hard,header
18.02. 15:40,Gaubas V.,1,7,2,0,,,1,3,69%,59% (35/59),23% (6/26),22% (2/9),41% (25/61),35% (8/23),43% (3/7),48% (41/85),39% (33/84),44% (74/169),2,0,46% (6/13),23% (3/13),35% (9/26),[],[],[],[],[],2.66
18.02. 15:40,Poullain L.,2,5,6,6,,,0,2,73%,59% (36/61),65% (15/23),57% (4/7),41% (24/59),77% (20/26),78% (7/9),61% (51/84),52% (44/85),56% (95/169),8,0,77% (10/13),54% (7/13),65% (17/26),[],[],[],[],[],1.44
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
10.02. 21:35,Gaubas V.,1,6,4,5,,,1,0,75%,57% (43/75),60% (15/25),64% (9/14),28% (18/65),56% (18/32),36% (4/11),58% (58/100),37% (37/99),48% (95/199),3,1,69% (11/16),25% (4/16),47% (15/32),[],[],[],[],[],2.06
10.02. 21:35,Shelbayh A.,2,4,6,7,,,6,5,67%,72% (47/65),44% (14/32),64% (7/11),43% (32/75),40% (10/25),36% (5/14),63% (62/99),42% (42/100),52% (104/199),7,0,75% (12/16),31% (5/16),53% (17/32),[],[],[],[],[],1.70
CHALLENGER MEN - SINGLES :  Tenerife (Spain),hard,header
07.02. 21:25,Gaubas V.,1,6,3,6^3,,,3,2,67%,66% (43/65),44% (14/32),67% (8/12),33% (24/73),57% (13/23),67% (4/6),59% (57/97),39% (37/96),49% (94/193),3,0,73% (11/15),25% (4/16),48% (15/31),[],[],[],[],[],6.10
07.02. 21:25,Carreno-Busta P.,2,4,6,7^7,,,8,2,76%,67% (49/73),43% (10/23),33% (2/6),34% (22/65),56% (18/32),33% (4/12),61% (59/96),41% (40/97),51% (99/193),7,0,75% (12/16),27% (4/15),52% (16/31),[],[],[],[],[],1.10
06.02. 16:40,Gaubas V.,2,4,6,7^7,,,2,4,72%,63% (48/76),52% (15/29),38% (3/8),35% (27/78),57% (16/28),56% (5/9),60% (63/105),41% (43/106),50% (106/211),6,6,69% (11/16),31% (5/16),50% (16/32),[],[],[],[],[],2.63
06.02. 16:40,Alvarez Varona N.,1,6,4,6^4,,,6,2,74%,65% (51/78),43% (12/28),44% (4/9),37% (28/76),48% (14/29),63% (5/8),59% (63/106),40% (42/105),50% (105/211),4,0,69% (11/16),31% (5/16),50% (16/32),[],[],[],[],[],1.45
ATP - SINGLES :  Davis Cup - World Group I (World) - Preliminary,-,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
06.01. 12:55,Gaubas V.,1,7^9,6^2,2,,,8,1,69%,73% (56/77),40% (14/35),57% (4/7),18% (10/57),37% (14/38),50% (1/2),38,44,83% (20/24),63% (70/112),25% (24/95),45% (94/207),3,0,81% (13/16),6% (1/16),44% (14/32),[],[],[],[],[],2.48
06.01. 12:55,Kasnikowski M.,2,6^7,7^7,6,,,7,1,60%,82% (47/57),63% (24/38),50% (1/2),27% (21/77),60% (21/35),43% (3/7),34,20,50% (6/12),75% (71/95),38% (42/112),55% (113/207),7,0,94% (15/16),19% (3/16),56% (18/32),[],[],[],[],[],1.54
CHALLENGER MEN - SINGLES :  Maia (Portugal),clay,header
28.11.2024,Gaubas V.,1,6,3,2,,,1,3,67%,67% (30/45),36% (8/22),43% (3/7),38% (17/45),40% (10/25),43% (3/7),57% (38/67),39% (27/70),47% (65/137),5,1,67% (8/12),25% (3/12),46% (11/24),[],[],[],[],[],2.31
28.11.2024,Passaro F.,2,1,6,6,,,1,2,64%,62% (28/45),60% (15/25),57% (4/7),33% (15/45),64% (14/22),57% (4/7),61% (43/70),43% (29/67),53% (72/137),5,0,75% (9/12),33% (4/12),54% (13/24),[],[],[],[],[],1.52
26.11.2024,Gaubas V.,2,7,6,,,,1,1,75%,67% (38/57),63% (12/19),75% (3/4),24% (10/42),55% (12/22),38% (3/8),66% (50/76),34% (22/64),51% (72/140),8,0,91% (10/11),27% (3/11),59% (13/22),[],[],[],[],[],1.74
26.11.2024,Butvilas E.,0,5,4,,,,6,1,66%,76% (32/42),45% (10/22),63% (5/8),33% (19/57),37% (7/19),25% (1/4),66% (42/64),34% (26/76),49% (68/140),2,0,73% (8/11),9% (1/11),41% (9/22),[],[],[],[],[],2.00
CHALLENGER MEN - SINGLES :  Maia (Portugal) - Qualification,clay,header
25.11.2024,Gaubas V.,1,4,7^8,3,,,4,4,69%,61% (54/89),48% (19/40),64% (9/14),29% (20/69),48% (22/46),30% (3/10),57% (73/129),37% (42/115),47% (115/244),3,1,67% (10/15),19% (3/16),42% (13/31),[],[],[],[],[],1.42
25.11.2024,Martin A.,2,6,6^6,6,,,4,2,60%,71% (49/69),52% (24/46),70% (7/10),39% (35/89),53% (21/40),36% (5/14),63% (73/115),43% (56/129),53% (129/244),7,0,81% (13/16),33% (5/15),58% (18/31),[],[],[],[],[],2.73
24.11.2024,Gaubas V.,2,7^7,7^7,,,,8,3,64%,89% (47/53),53% (16/30),83% (5/6),18% (9/50),51% (19/37),25% (1/4),76% (63/83),32% (28/87),54% (91/170),5,0,92% (11/12),8% (1/12),50% (12/24),[],[],[],[],[],1.31
24.11.2024,Ivanovski K.,0,6^4,6^5,,,,11,5,57%,82% (41/50),49% (18/37),75% (3/4),11% (6/53),47% (14/30),17% (1/6),68% (59/87),24% (20/83),46% (79/170),5,3,92% (11/12),8% (1/12),50% (12/24),[],[],[],[],[],3.26
CHALLENGER MEN - SINGLES :  Montemar (Spain),clay,header
18.11.2024,Gaubas V.,1,6,4,4,,,2,4,71%,69% (38/55),48% (11/23),57% (4/7),26% (13/50),61% (22/36),44% (4/9),63% (49/78),41% (35/86),51% (84/164),4,0,77% (10/13),29% (4/14),52% (14/27),[],[],[],[],[],1.67
18.11.2024,Coppejans K.,2,1,6,6,,,3,3,58%,74% (37/50),39% (14/36),56% (5/9),31% (17/55),52% (12/23),43% (3/7),59% (51/86),37% (29/78),49% (80/164),6,0,71% (10/14),23% (3/13),48% (13/27),[],[],[],[],[],2.11
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
12.11.2024,Gaubas V.,0,3,6^0,,,,0,2,63%,41% (17/41),42% (10/24),57% (8/14),41% (23/56),60% (15/25),71% (5/7),42% (27/65),47% (38/81),45% (65/146),2,0,40% (4/10),45% (5/11),43% (9/21),[],[],[],[],[],2.53
12.11.2024,Coria F.,2,6,7^7,,,,3,2,69%,59% (33/56),40% (10/25),29% (2/7),59% (24/41),58% (14/24),43% (6/14),53% (43/81),58% (38/65),55% (81/146),8,0,55% (6/11),60% (6/10),57% (12/21),[],[],[],[],[],1.48
CHALLENGER MEN - SINGLES :  Lima 2 (Peru),clay,header
06.11.2024,Gaubas V.,2,3,7,6,,,4,0,77%,78% (45/58),53% (9/17),0% (0/2),27% (15/55),52% (15/29),60% (3/5),72% (54/75),36% (30/84),53% (84/159),9,0,87% (13/15),20% (3/15),53% (16/30),[],[],[],[],[],2.94
06.11.2024,Dellien H.,1,6,5,3,,,0,6,65%,73% (40/55),48% (14/29),40% (2/5),22% (13/58),47% (8/17),100% (2/2),64% (54/84),28% (21/75),47% (75/159),1,0,80% (12/15),13% (2/15),47% (14/30),[],[],[],[],[],1.37
05.11.2024,Gaubas V.,2,6,6,,,,1,2,84%,71% (34/48),56% (5/9),0% (0/1),37% (15/41),68% (17/25),44% (4/9),68% (39/57),48% (32/66),58% (71/123),8,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],1.20
05.11.2024,Huertas Del Pino C.,0,2,3,,,,2,3,62%,63% (26/41),32% (8/25),56% (5/9),29% (14/48),44% (4/9),100% (1/1),52% (34/66),32% (18/57),42% (52/123),2,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],4.17
CHALLENGER MEN - SINGLES :  Guayaquil (Ecuador),clay,header
30.10.2024,Gaubas V.,1,4,6,3,,,2,6,61%,74% (34/46),45% (13/29),56% (5/9),26% (13/50),53% (17/32),50% (3/6),63% (47/75),37% (30/82),49% (77/157),6,1,71% (10/14),21% (3/14),46% (13/28),[],[],[],[],[],1.32
30.10.2024,Barrena A.,2,6,3,6,,,2,2,61%,74% (37/50),47% (15/32),50% (3/6),26% (12/46),55% (16/29),44% (4/9),63% (52/82),37% (28/75),51% (80/157),4,0,79% (11/14),29% (4/14),54% (15/28),[],[],[],[],[],3.20
CHALLENGER MEN - SINGLES :  Valencia (Spain),clay,header
08.10.2024,Gaubas V.,0,3,1,,,,0,3,74%,46% (22/48),47% (8/17),67% (10/15),23% (8/35),50% (7/14),33% (1/3),46% (30/65),31% (15/49),39% (45/114),3,2,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],2.94
08.10.2024,Galan D. E.,2,6,6,,,,1,1,71%,77% (27/35),50% (7/14),67% (2/3),54% (26/48),53% (9/17),33% (5/15),69% (34/49),54% (35/65),61% (69/114),7,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.37
CHALLENGER MEN - SINGLES :  Braga (Portugal),clay,header
03.10.2024,Gaubas V.,0,2,1,,,,4,3,58%,65% (17/26),32% (6/19),56% (5/9),13% (4/31),50% (6/12),0% (0/1),51% (23/45),23% (10/43),38% (33/88),3,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],1.83
03.10.2024,Pellegrino A.,2,6,6,,,,2,0,72%,87% (27/31),50% (6/12),100% (1/1),35% (9/26),68% (13/19),44% (4/9),77% (33/43),49% (22/45),63% (55/88),7,0,100% (8/8),57% (4/7),80% (12/15),[],[],[],[],[],1.89
01.10.2024,Gaubas V.,2,6,4,7,,,4,1,60%,61% (43/71),47% (22/47),60% (9/15),39% (30/76),59% (26/44),44% (7/16),55% (65/118),47% (56/120),51% (121/238),6,0,63% (10/16),44% (7/16),53% (17/32),[],[],[],[],[],2.51
01.10.2024,Barrios Vera T.,1,4,6,5,,,0,2,63%,61% (46/76),41% (18/44),56% (9/16),39% (28/71),53% (25/47),40% (6/15),53% (64/120),45% (53/118),49% (117/238),4,2,56% (9/16),38% (6/16),47% (15/32),[],[],[],[],[],1.49
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
26.09.2024,Gaubas V.,0,4,3,,,,0,3,65%,72% (28/39),38% (8/21),67% (6/9),23% (11/47),60% (12/20),20% (1/5),60% (36/60),34% (23/67),46% (59/127),5,0,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],1.64
26.09.2024,Nava E.,2,6,6,,,,9,3,70%,77% (36/47),40% (8/20),80% (4/5),28% (11/39),62% (13/21),33% (3/9),66% (44/67),40% (24/60),54% (68/127),5,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],2.06
CHALLENGER MEN - SINGLES :  Bad Waltersdorf (Austria),clay,header
17.09.2024,Gaubas V.,0,5,3,,,,2,0,63%,70% (33/47),39% (11/28),25% (1/4),11% (3/28),12% (2/17),0% (0/0),59% (44/75),11% (5/45),41% (49/120),3,0,73% (8/11),0% (0/10),38% (8/21),[],[],[],[],[],3.31
17.09.2024,Monteiro T.,2,7,6,,,,6,0,62%,89% (25/28),88% (15/17),0% (0/0),30% (14/47),61% (17/28),75% (3/4),89% (40/45),41% (31/75),59% (71/120),7,0,100% (10/10),27% (3/11),62% (13/21),[],[],[],[],[],1.31
ATP - SINGLES :  Davis Cup - World Group I (World),-,header
CHALLENGER MEN - SINGLES :  Seville (Spain),clay,header
03.09.2024,Gaubas V.,1,3,6,4,,,2,1,71%,65% (42/65),63% (17/27),67% (4/6),20% (9/46),45% (19/42),14% (1/7),64% (59/92),32% (28/88),48% (87/180),3,0,86% (12/14),7% (1/14),46% (13/28),[],[],[],[],[],1.45
03.09.2024,Rodriguez Taverna S.,2,6,3,6,,,3,6,52%,80% (37/46),55% (23/42),86% (6/7),35% (23/65),37% (10/27),33% (2/6),68% (60/88),36% (33/92),52% (93/180),7,0,93% (13/14),14% (2/14),54% (15/28),[],[],[],[],[],2.64
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
22.08.2024,Gaubas V.,0,4,4,,,,0,7,49%,60% (18/30),35% (11/31),40% (4/10),42% (15/36),54% (14/26),57% (4/7),48% (29/61),47% (29/62),47% (58/123),5,2,40% (4/10),40% (4/10),40% (8/20),[],[],[],[],[],2.25
22.08.2024,Schwartzman D.,2,6,6,,,,0,5,58%,58% (21/36),46% (12/26),43% (3/7),40% (12/30),65% (20/31),60% (6/10),53% (33/62),52% (32/61),53% (65/123),5,0,60% (6/10),60% (6/10),60% (12/20),[],[],[],[],[],1.65
21.08.2024,Gaubas V.,2,6,6,,,,2,2,63%,73% (27/37),64% (14/22),100% (1/1),24% (8/34),70% (19/27),30% (3/10),69% (41/59),44% (27/61),57% (68/120),6,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],2.68
21.08.2024,Gasquet R.,0,2,4,,,,6,9,56%,76% (26/34),30% (8/27),70% (7/10),27% (10/37),36% (8/22),0% (0/1),56% (34/61),31% (18/59),43% (52/120),4,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.48
19.08.2024,Gaubas V.,2,6,6,,,,4,2,67%,80% (32/40),45% (9/20),100% (7/7),26% (8/31),65% (13/20),43% (3/7),17,18,40% (4/10),68% (41/60),41% (21/51),56% (62/111),8,0,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],2.10
19.08.2024,Rincon D.,0,3,2,,,,1,2,61%,74% (23/31),35% (7/20),57% (4/7),20% (8/40),55% (11/20),0% (0/7),15,24,71% (10/14),59% (30/51),32% (19/60),44% (49/111),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.64
CHALLENGER MEN - SINGLES :  Cordenons (Italy),clay,header
11.08.2024,Gaubas V.,2,2,6,6,,,1,3,63%,60% (39/65),46% (18/39),64% (7/11),0 km/h,0 km/h,37% (17/46),49% (18/37),42% (5/12),55% (57/104),42% (35/83),49% (92/187),4,0,69% (9/13),38% (5/13),54% (14/26),[],[],[],[],[],1.99
11.08.2024,Taberner C.,1,6,2,4,,,4,1,55%,63% (29/46),51% (19/37),58% (7/12),0 km/h,0 km/h,40% (26/65),54% (21/39),36% (4/11),58% (48/83),45% (47/104),51% (95/187),6,1,62% (8/13),31% (4/13),46% (12/26),[],[],[],[],[],1.76
10.08.2024,Gaubas V.,1,7,,,,,2,4,60%,59% (16/27),22% (4/18),50% (4/8),0 km/h,0 km/h,58% (15/26),82% (9/11),56% (5/9),44% (20/45),65% (24/37),54% (44/82),7,0,33% (2/6),83% (5/6),58% (7/12),[],[],[],[],[],1.65
10.08.2024,Paulson A.,0,5,,,,,0,2,70%,42% (11/26),18% (2/11),44% (4/9),0 km/h,0 km/h,41% (11/27),78% (14/18),50% (4/8),35% (13/37),56% (25/45),46% (38/82),3,0,17% (1/6),67% (4/6),42% (5/12),[],[],[],[],[],2.18
