Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/105,134/94,8/11,-,-,4/0
2023,42/21,38/18,0/3,-,-,4/0
2021,0/3,0/3,-,-,-,-
2020,8/6,7/4,1/2,-,-,-
2019,21/3,21/3,-,-,-,-
2018,2/9,2/6,0/3,-,-,-
2017,36/28,29/25,7/3,-,-,-
2016,14/10,14/10,-,-,-,-
2015,13/8,13/8,-,-,-,-
2014,5/6,5/6,-,-,-,-
2013,4/7,4/7,-,-,-,-
2012,1/4,1/4,-,-,-,-
