Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/137,43/63,47/74,-,-,-
2024,6/11,3/5,3/6,-,-,-
2023,20/26,3/8,17/18,-,-,-
2022,23/27,15/14,8/13,-,-,-
2021,4/13,2/7,2/6,-,-,-
2020,2/7,1/3,1/4,-,-,-
2019,1/1,-,1/1,-,-,-
2018,3/6,3/6,-,-,-,-
2017,10/8,4/2,6/6,-,-,-
2016,12/23,6/10,6/13,-,-,-
2015,7/13,4/6,3/7,-,-,-
2014,1/1,1/1,-,-,-,-
2013,1/1,1/1,-,-,-,-
