Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
21.08.,Riedi L.,2,,,,,,6,4,65%,74% (39/53),41% (12/29),75% (6/8),38% (12/32),49% (20/41),60% (3/5),62% (51/82),44% (32/73),54% (83/155),5,0,82% (9/11),27% (3/11),55% (12/22),"['2', '0']","['1', '2', '3', '2']",[],[],[],1.52
21.08.,Virtanen O.,0,,,,,,5,4,44%,63% (20/32),51% (21/41),40% (2/5),26% (14/53),59% (17/29),25% (2/8),56% (41/73),38% (31/82),46% (72/155),5,1,73% (8/11),18% (2/11),45% (10/22),"['1', '2']","['2', '0']",[],[],[],2.54
19.08.,Virtanen O.,2,,,,,,9,12,63%,77% (57/74),47% (20/43),89% (8/9),191 km/h,167 km/h,33% (17/51),41% (14/34),57% (4/7),43,47,66% (23/35),66% (77/117),36% (31/85),53% (108/202),7,0,93% (14/15),29% (4/14),62% (18/29),[],"['2', '2', '5', '3']","['3', '2', '5', '2']",[],[],18.0
19.08.,Willwerth B.,1,,,,,,2,1,60%,67% (34/51),59% (20/34),43% (3/7),176 km/h,142 km/h,23% (17/74),53% (23/43),11% (1/9),24,21,80% (8/10),64% (54/85),34% (40/117),47% (94/202),3,1,71% (10/14),7% (1/15),38% (11/29),[],"['2', '1']",[],[],[],1.23
10.06.,Virtanen O.,2,,,,,,7,3,58%,78% (35/45),44% (14/32),25% (1/4),41% (31/75),54% (15/28),22% (4/18),37,35,71% (15/21),64% (49/77),45% (46/103),53% (95/180),7,0,75% (9/12),33% (4/12),54% (13/24),"['1', '1', '3', '1']","['1', '0', '6', '5']",[],[],[],1.50
10.06.,Etcheverry T. M.,0,,,,,,4,2,73%,59% (44/75),46% (13/28),78% (14/18),22% (10/45),56% (18/32),75% (3/4),19,33,56% (10/18),55% (57/103),36% (28/77),47% (85/180),3,0,67% (8/12),25% (3/12),46% (11/24),"['1', '0', '3', '4']","['2', '2']",[],[],[],2.63
08.06.,Virtanen O.,2,,,,,,11,1,66%,71% (27/38),65% (13/20),67% (2/3),40% (23/57),54% (13/24),38% (3/8),26,24,62% (8/13),69% (40/58),44% (36/81),55% (76/139),7,0,90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['2', '3', '5', '4']",[],[],[],1.83
08.06.,Smith C.,0,,,,,,6,2,70%,60% (34/57),46% (11/24),63% (5/8),29% (11/38),35% (7/20),33% (1/3),21,24,73% (11/15),56% (45/81),31% (18/58),45% (63/139),3,0,70% (7/10),10% (1/10),40% (8/20),[],"['2', '0']",[],[],[],1.83
07.06.,Virtanen O.,2,,,,,,23,3,63%,85% (50/59),53% (18/34),50% (2/4),27% (20/73),42% (11/26),29% (2/7),23,3,73% (68/93),31% (31/99),52% (99/192),7,0,88% (14/16),13% (2/16),50% (16/32),"['5', '4']","['2', '1']",[],[],[],1.53
07.06.,Holt B.,1,,,,,,7,1,74%,73% (53/73),58% (15/26),71% (5/7),15% (9/59),47% (16/34),50% (2/4),7,1,69% (68/99),27% (25/93),48% (93/192),3,0,88% (14/16),13% (2/16),50% (16/32),[],"['3', '3', '6', '4']",[],[],[],2.40
