Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/23,5/3,19/20,-,-,-
2024,5/6,-,5/6,-,-,-
2023,10/13,5/3,5/10,-,-,-
2022,9/4,-,9/4,-,-,-
