Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/59,8/7,27/44,0/2,-,3/6
2024,11/14,2/1,9/12,0/1,-,-
2023,7/16,1/3,6/12,0/1,-,-
2022,11/17,5/3,3/8,-,-,3/6
2021,9/6,-,9/6,-,-,-
2019,0/3,-,0/3,-,-,-
2018,0/1,-,0/1,-,-,-
2017,0/2,-,0/2,-,-,-
