Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,70/49,34/22,29/20,7/7,-,-
2024,19/11,15/7,4/4,-,-,-
2023,36/24,13/8,16/12,7/4,-,-
2022,15/13,6/7,9/4,0/2,-,-
2021,0/1,-,-,0/1,-,-
