Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,157/105,49/30,92/65,14/6,2/4,-
2024,23/22,11/6,11/14,-,1/2,-
2023,45/23,19/7,19/13,6/1,1/2,-
2022,33/15,1/2,29/12,3/1,-,-
2021,8/9,0/1,8/7,0/1,-,-
2020,6/6,-,4/4,2/2,-,-
2019,24/17,12/10,12/7,-,-,-
2018,14/11,5/3,6/7,3/1,-,-
2017,4/2,1/1,3/1,-,-,-
