Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,130/174,74/89,42/49,11/30,0/2,3/4
2024,2/1,2/1,-,-,-,-
2023,5/8,5/7,0/1,-,-,-
2022,10/13,3/4,3/1,2/4,0/1,2/3
2021,4/4,3/2,-,1/2,-,-
2020,12/18,9/13,2/4,-,-,1/1
2019,11/11,10/10,-,1/1,-,-
2018,19/28,11/15,4/5,4/7,0/1,-
2017,17/26,7/12,8/10,2/4,-,-
2016,29/29,11/7,18/16,0/6,-,-
2015,16/21,9/11,7/8,0/2,-,-
2014,3/9,3/4,0/3,0/2,-,-
2013,0/2,0/1,0/1,-,-,-
2012,1/3,0/1,-,1/2,-,-
2011,1/1,1/1,-,-,-,-
