Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,231/173,163/116,42/32,22/22,1/2,3/1
2024,22/32,21/28,1/3,-,-,0/1
2023,36/35,18/19,11/8,4/6,1/2,2/0
2022,49/28,44/21,1/3,3/4,-,1/0
2021,41/25,32/20,8/3,1/2,-,-
2020,24/13,9/5,13/7,2/1,-,-
2019,33/23,21/15,3/5,9/3,-,-
2018,20/14,16/7,1/1,3/6,-,-
2016,6/3,2/1,4/2,-,-,-
