Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/68,7/2,80/53,1/2,7/4,11/7
2024,29/22,-,21/17,0/1,4/2,4/2
2023,17/12,-,14/9,-,-,3/3
2022,27/13,-,22/10,1/1,-,4/2
2021,13/4,-,13/4,-,-,-
2020,8/10,-,8/10,-,-,-
2018,10/4,7/2,-,-,3/2,-
2017,1/1,-,1/1,-,-,-
2016,1/2,-,1/2,-,-,-
