Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/40,27/30,2/6,1/4,-,-
2024,6/5,6/4,0/1,-,-,-
2023,12/15,11/12,0/1,1/2,-,-
2022,10/11,9/10,1/1,-,-,-
2021,2/8,1/4,1/3,0/1,-,-
2020,0/1,-,-,0/1,-,-
