Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/31,1/3,18/23,3/2,-,4/3
2024,8/8,-,3/4,3/2,-,2/2
2023,12/13,1/2,9/10,-,-,2/1
2022,6/5,0/1,6/4,-,-,-
2021,0/5,-,0/5,-,-,-
