Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/115,40/52,43/42,19/20,-,4/1
2024,23/17,7/6,15/6,1/5,-,-
2023,31/28,11/11,11/12,8/5,-,1/0
2022,15/24,3/9,8/10,3/4,-,1/1
2021,16/20,2/5,7/11,5/4,-,2/0
2019,0/2,0/2,-,-,-,-
2018,4/4,4/4,-,-,-,-
2017,6/5,6/5,-,-,-,-
2016,5/8,3/6,-,2/2,-,-
2015,4/5,2/3,2/2,-,-,-
2014,2/2,2/1,0/1,-,-,-
