Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/41,27/17,33/15,4/4,-,1/5
2024,31/18,15/13,16/5,-,-,-
2023,25/16,6/1,15/9,3/2,-,1/4
2022,9/5,6/1,2/1,1/2,-,0/1
2021,0/2,0/2,-,-,-,-
