Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,43/37,4/5,29/29,0/2,-,10/1
2024,6/2,-,0/2,-,-,6/0
2023,14/13,4/4,10/8,0/1,-,-
2022,19/14,0/1,15/11,0/1,-,4/1
2021,4/5,-,4/5,-,-,-
2020,0/1,-,0/1,-,-,-
2019,0/2,-,0/2,-,-,-
