Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,265/209,227/170,22/26,16/13,-,-
2024,34/22,34/22,-,-,-,-
2023,39/27,33/21,6/5,0/1,-,-
2022,33/26,23/20,6/3,4/3,-,-
2021,18/18,16/12,2/5,0/1,-,-
2020,5/10,3/5,0/2,2/3,-,-
2019,45/30,38/27,4/1,3/2,-,-
2018,35/29,30/25,0/1,5/3,-,-
2017,26/15,22/14,2/1,2/0,-,-
2016,12/9,12/9,-,-,-,-
2015,7/10,6/5,1/5,-,-,-
2014,11/12,10/9,1/3,-,-,-
2013,0/1,0/1,-,-,-,-
