Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,334/145,83/36,150/70,62/26,33/11,6/2
2024,41/9,12/2,23/5,-,6/2,-
2023,47/17,9/2,31/11,0/2,5/2,2/0
2022,43/21,7/5,18/11,7/2,8/2,3/1
2021,32/22,5/3,18/14,2/2,7/3,-
2020,30/11,7/3,18/5,4/2,-,1/1
2019,57/22,15/6,19/9,16/5,7/2,-
2018,32/22,7/9,11/8,14/5,-,-
2017,21/10,3/1,5/4,13/5,-,-
2016,23/8,11/3,6/2,6/3,-,-
2015,7/2,6/1,1/1,-,-,-
2014,1/1,1/1,-,-,-,-
