Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/49,58/47,2/2,-,-,-
2024,14/17,14/17,-,-,-,-
2023,26/16,24/14,2/2,-,-,-
2022,17/14,17/14,-,-,-,-
2021,3/2,3/2,-,-,-,-
