Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,311/237,250/165,19/18,40/49,2/5,-
2024,29/29,24/24,3/1,2/3,0/1,-
2023,45/38,34/20,4/4,5/12,2/2,-
2022,52/36,45/29,7/4,0/2,0/1,-
2021,41/23,33/19,0/1,8/3,-,-
2020,14/12,11/9,1/1,2/2,-,-
2019,38/28,35/18,2/2,1/7,0/1,-
2018,46/27,36/16,2/5,8/6,-,-
2017,26/27,21/22,-,5/5,-,-
2016,14/12,8/5,-,6/7,-,-
2015,6/4,3/3,-,3/1,-,-
2014,0/1,-,-,0/1,-,-
