Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,52/78,23/46,27/31,2/1,-,-
2024,8/11,3/7,5/4,-,-,-
2023,6/7,4/5,0/1,2/1,-,-
2022,6/16,5/12,1/4,-,-,-
2021,11/11,1/5,10/6,-,-,-
2020,4/5,-,4/5,-,-,-
2019,6/14,3/8,3/6,-,-,-
2018,7/8,7/5,0/3,-,-,-
2017,4/2,-,4/2,-,-,-
2011,0/1,0/1,-,-,-,-
2010,0/2,0/2,-,-,-,-
2009,0/1,0/1,-,-,-,-
