Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
11.02.,Wallart E.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['3', '1', '5', '1']",[],[],[],1.07
11.02.,Urrea A.,0,,,,,,[],[],[],[],[],6.75
03.11.2024,Nakagawa N.,2,,,,,,8,1,70%,76% (25/33),79% (11/14),50% (1/2),37% (10/27),58% (15/26),100% (4/4),77% (36/47),47% (25/53),61% (61/100),8,0,89% (8/9),40% (4/10),63% (12/19),"['3', '2', '5', '4']","['2', '1', '6', '3']",[],[],[],1.04
03.11.2024,Urrea A.,0,,,,,,4,3,51%,63% (17/27),42% (11/26),0% (0/4),24% (8/33),21% (3/14),50% (1/2),53% (28/53),23% (11/47),39% (39/100),2,0,60% (6/10),11% (1/9),37% (7/19),"['3', '3']",[],[],[],[],9.30
15.09.2024,Carou I.,2,,,,,,2,11,52%,68% (25/37),56% (19/34),67% (6/9),38% (12/32),71% (25/35),38% (5/13),62% (44/71),55% (37/67),59% (81/138),10,0,70% (7/10),56% (5/9),63% (12/19),"['1', '0', '2', '1', '4', '5']","['3', '1', '5', '1']",[],[],[],1.55
15.09.2024,Urrea A.,0,,,,,,2,9,48%,63% (20/32),29% (10/35),62% (8/13),32% (12/37),44% (15/34),33% (3/9),45% (30/67),38% (27/71),41% (57/138),0,0,44% (4/9),30% (3/10),37% (7/19),"['1', '1', '2', '2', '4', '2']",[],[],[],[],2.38
05.08.2024,Arcila A.,2,,,,,,2,2,58%,73% (22/30),59% (13/22),67% (2/3),0 km/h,0 km/h,50% (16/32),48% (14/29),44% (4/9),67% (35/52),49% (30/61),58% (65/113),6,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '5', '2']","['1', '0', '4', '1']",[],[],[],1.27
05.08.2024,Urrea A.,0,,,,,,1,3,52%,50% (16/32),52% (15/29),56% (5/9),0 km/h,0 km/h,27% (8/30),41% (9/22),33% (1/3),51% (31/61),33% (17/52),42% (48/113),4,0,56% (5/9),11% (1/9),33% (6/18),[],"['3', '5']",[],[],[],3.58
04.08.2024,Urrea A.,2,,,,,,4,1,55%,77% (23/30),56% (14/25),80% (4/5),0 km/h,0 km/h,44% (16/36),56% (10/18),40% (4/10),67% (37/55),48% (26/54),58% (63/109),5,0,89% (8/9),50% (4/8),71% (12/17),"['1', '1', '5', '3']","['1', '0', '4', '1']",[],[],[],2.93
04.08.2024,Pearson K.,0,,,,,,1,3,67%,56% (20/36),44% (8/18),60% (6/10),0 km/h,0 km/h,23% (7/30),44% (11/25),20% (1/5),52% (28/54),33% (18/55),42% (46/109),5,1,50% (4/8),11% (1/9),29% (5/17),"['1', '0']",[],[],[],[],1.38
23.06.2024,Schachter N.,2,,,,,,3,5,42%,67% (16/24),61% (20/33),0% (0/2),59% (24/41),50% (17/34),58% (7/12),63% (36/57),55% (41/75),58% (77/132),8,0,80% (8/10),64% (7/11),71% (15/21),"['2', '3']","['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '0']",[],[],1.06
23.06.2024,Urrea A.,1,,,,,,1,5,55%,41% (17/41),50% (17/34),42% (5/12),33% (8/24),39% (13/33),100% (2/2),45% (34/75),37% (21/57),42% (55/132),2,0,36% (4/11),20% (2/10),29% (6/21),"['2', '0', '4', '2']",[],[],[],[],8.25
02.06.2024,Kirchheimer S.,2,,,,,,6,1,56%,86% (19/22),82% (14/17),100% (2/2),33% (10/30),62% (13/21),67% (4/6),85% (33/39),45% (23/51),62% (56/90),8,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '6', '3']","['3', '1', '5', '1']",[],[],[],1.06
02.06.2024,Urrea A.,0,,,,,,0,3,59%,67% (20/30),38% (8/21),33% (2/6),14% (3/22),18% (3/17),0% (0/2),55% (28/51),15% (6/39),38% (34/90),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],7.95
26.05.2024,Smith K.,2,,,,,,5,5,71%,77% (30/39),56% (9/16),0% (0/0),45% (10/22),59% (17/29),100% (4/4),70% (39/56),53% (27/51),62% (66/107),8,0,100% (9/9),44% (4/9),72% (13/18),"['6', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],1.01
26.05.2024,Urrea A.,0,,,,,,0,2,43%,55% (12/22),41% (12/29),0% (0/4),23% (9/39),44% (7/16),0% (0/0),47% (24/51),30% (17/56),38% (41/107),2,0,56% (5/9),0% (0/9),28% (5/18),[],[],[],[],[],12.40
14.04.2024,Lehmann N.,2,,,,,,0,1,66%,61% (20/33),71% (12/17),0% (0/1),38% (10/26),81% (17/21),50% (5/10),64% (32/50),57% (27/47),61% (59/97),9,0,88% (7/8),63% (5/8),75% (12/16),"['2', '0', '6', '2']","['2', '2', '4', '2', '6', '2']",[],[],[],1.17
14.04.2024,Urrea A.,0,,,,,,2,3,55%,62% (16/26),19% (4/21),50% (5/10),39% (13/33),29% (5/17),100% (1/1),43% (20/47),36% (18/50),39% (38/97),1,0,38% (3/8),13% (1/8),25% (4/16),[],"['2', '1']",[],[],[],4.78
29.10.2023,Boscardin Dias P.,1,,,,,,2,3,62%,85% (22/26),44% (7/16),100% (7/7),54% (14/26),68% (13/19),71% (5/7),69% (29/42),60% (27/45),64% (56/87),100% (5/5),83% (5/6),91% (10/11),"['1', '0', '3', '0', '5', '0']","['2', '1', '4', '1']",[],[],[],1.07
29.10.2023,Urrea A.,0,,,,,,0,1,58%,46% (12/26),32% (6/19),29% (2/7),15% (4/26),56% (9/16),0% (0/7),40% (18/45),31% (13/42),36% (31/87),17% (1/6),0% (0/5),9% (1/11),[],[],[],[],[],7.46
23.07.2023,Pecotic M.,2,,,,,,0,0,69%,77% (24/31),57% (8/14),100% (2/2),47% (16/34),86% (12/14),100% (5/5),71% (32/45),58% (28/48),65% (60/93),100% (7/7),71% (5/7),86% (12/14),"['2', '0', '5', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.04
23.07.2023,Urrea A.,0,,,,,,1,6,71%,53% (18/34),14% (2/14),0% (0/5),23% (7/31),43% (6/14),0% (0/2),42% (20/48),29% (13/45),35% (33/93),29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],9.30
26.06.2023,Soto M.,1,,,,,,4,2,43%,80% (8/10),69% (9/13),0% (0/0),58% (11/19),59% (10/17),75% (3/4),74% (17/23),58% (21/36),64% (38/59),100% (4/4),75% (3/4),88% (7/8),"['2', '1', '4', '1', '6', '1']",[],[],[],[],1.15
26.06.2023,Urrea A.,0,,,,,,1,3,53%,42% (8/19),41% (7/17),25% (1/4),20% (2/10),31% (4/13),0% (0/0),42% (15/36),26% (6/23),36% (21/59),25% (1/4),0% (0/4),13% (1/8),[],[],[],[],[],4.94
26.06.2023,Urrea A.,2,,,,,,3,2,61%,81% (55/68),44% (19/43),83% (10/12),23% (13/57),39% (15/38),75% (3/4),67% (74/111),29% (28/95),50% (102/206),87% (13/15),19% (3/16),52% (16/31),[],[],"['1', '2', '4', '3', '6', '3']",[],[],8.85
26.06.2023,Prihodko O.,1,,,,,,7,4,60%,77% (44/57),61% (23/38),25% (1/4),19% (13/68),56% (24/43),17% (2/12),71% (67/95),33% (37/111),50% (104/206),81% (13/16),13% (2/15),48% (15/31),"['3', '2']",[],"['2', '0']",[],[],1.05
23.05.2023,Clark E.,2,,,,,,[],[],[],[],[],1.04
23.05.2023,Urrea A.,0,,,,,,[],[],[],[],[],9.40
07.08.2022,Ribeiro E.,2,,,,,,0,2,61%,55% (18/33),52% (11/21),43% (3/7),53% (19/36),67% (16/24),58% (7/12),54% (29/54),58% (35/60),56% (64/114),56% (5/9),70% (7/10),63% (12/19),"['1', '0', '3', '0', '6', '3']","['1', '1', '2', '2', '4', '2', '6', '4']",[],[],[],1.07
07.08.2022,Urrea A.,0,,,,,,0,3,60%,47% (17/36),33% (8/24),42% (5/12),45% (15/33),48% (10/21),57% (4/7),42% (25/60),46% (25/54),44% (50/114),30% (3/10),44% (4/9),37% (7/19),"['3', '5']","['1', '0', '2', '1', '4', '5']",[],[],[],7.40
24.07.2022,Aguilar J. C. M.,2,,,,,,2,2,55%,82% (14/17),79% (11/14),100% (1/1),55% (11/20),68% (17/25),55% (6/11),81% (25/31),62% (28/45),70% (53/76),100% (6/6),86% (6/7),92% (12/13),"['1', '0', '3', '0', '5', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],1.07
24.07.2022,Urrea A.,0,,,,,,1,6,44%,45% (9/20),32% (8/25),45% (5/11),18% (3/17),21% (3/14),0% (0/1),38% (17/45),19% (6/31),30% (23/76),14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],7.70
04.07.2022,Villanueva G.,2,,,,,,0,4,64%,59% (17/29),56% (9/16),0% (0/3),46% (18/39),66% (23/35),43% (6/14),58% (26/45),55% (41/74),56% (67/119),67% (6/9),75% (6/8),71% (12/17),"['1', '1', '3', '3', '4', '4', '6', '4']","['2', '0', '4', '0']",[],[],[],1.04
04.07.2022,Urrea A.,0,,,,,,2,8,53%,54% (21/39),34% (12/35),57% (8/14),41% (12/29),44% (7/16),100% (3/3),45% (33/74),42% (19/45),44% (52/119),25% (2/8),33% (3/9),29% (5/17),"['1', '0', '2', '1', '4', '3']",[],[],[],[],9.90
27.06.2022,Ficovich J. P.,2,,,,,,1,0,73%,81% (26/32),50% (6/12),0% (0/1),48% (12/25),58% (21/36),50% (5/10),73% (32/44),54% (33/61),62% (65/105),88% (7/8),63% (5/8),75% (12/16),"['4', '2', '5', '3']","['1', '0', '4', '1', '6', '1']",[],[],[],1.01
27.06.2022,Urrea A.,0,,,,,,1,3,41%,52% (13/25),42% (15/36),50% (5/10),19% (6/32),50% (6/12),100% (1/1),46% (28/61),27% (12/44),38% (40/105),38% (3/8),13% (1/8),25% (4/16),"['3', '4']",[],[],[],[],14.50
21.08.2020,Urrea A.,2,,,,,,"['2', '0', '5', '3']","['5', '4']",[],[],[],1.34
21.08.2020,Rincon F.,0,,,,,,"['1', '2']",[],[],[],[],3.17
20.08.2020,Urrea A.,2,,,,,,"['2', '0', '4', '0', '5', '1']","['1', '0', '3', '0']",[],[],[],2.01
20.08.2020,Mora D.,0,,,,,,"['1', '4', '2', '5']",[],[],[],[],1.74
19.08.2020,Urrea A.,2,,,,,,"['1', '0']","['1', '0', '3', '0', '5', '0']",[],[],[],10.00
19.08.2020,Gomez J. S.,0,,,,,,[],[],[],[],[],1.04
