Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,148/108,45/36,91/57,12/15,-,-
2024,20/14,-,20/14,-,-,-
2023,26/16,1/1,25/13,0/2,-,-
2022,15/7,4/1,10/5,1/1,-,-
2021,36/25,23/17,8/4,5/4,-,-
2020,6/9,2/2,3/5,1/2,-,-
2019,23/16,5/7,15/6,3/3,-,-
2018,16/15,5/5,10/8,1/2,-,-
2017,4/3,3/2,-,1/1,-,-
2016,2/1,2/1,-,-,-,-
2015,0/2,-,0/2,-,-,-
