Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,229/139,117/61,55/34,44/32,5/8,8/4
2024,21/11,4/1,15/8,1/2,-,1/0
2023,39/31,8/8,18/13,3/4,5/5,5/1
2022,44/33,25/13,5/4,12/12,0/3,2/1
2021,65/26,34/15,12/3,19/7,-,0/1
2020,40/19,33/11,4/4,3/4,-,-
2019,13/13,12/10,1/2,-,-,0/1
2018,6/3,0/1,-,6/2,-,-
2017,1/3,1/2,-,0/1,-,-
