Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,197/133,58/47,84/53,41/22,-,14/11
2024,30/26,1/2,23/18,2/4,-,4/2
2023,54/31,15/8,36/22,-,-,3/1
2022,55/27,3/6,20/9,27/10,-,5/2
2021,20/15,5/5,5/4,10/4,-,0/2
2019,1/2,1/1,-,0/1,-,-
2018,11/10,10/9,-,0/1,-,1/0
2017,20/10,18/9,-,1/1,-,1/0
2016,6/11,5/7,-,1/1,-,0/3
2015,0/1,-,-,-,-,0/1
