Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,85/93,7/8,78/85,-,-,-
2024,9/10,-,9/10,-,-,-
2023,5/15,-,5/15,-,-,-
2022,34/24,3/2,31/22,-,-,-
2021,9/11,4/4,5/7,-,-,-
2020,0/3,-,0/3,-,-,-
2019,19/16,0/2,19/14,-,-,-
2018,9/9,-,9/9,-,-,-
2013,0/1,-,0/1,-,-,-
2012,0/4,-,0/4,-,-,-
