15.04.2023,Parks A.,2,1,6,6,,,7,10,44%,81% (25/31),48% (19/40),0% (0/4),29% (14/49),64% (25/39),29% (4/14),62% (44/71),44% (39/88),52% (83/159),69% (9/13),33% (4/12),52% (13/25),[],"['3', '2', '5', '2']","['2', '1', '5', '2']",[],[],2.15
ITF WOMEN - SINGLES :  W80 Zaragoza (Spain),clay,header
ITF WOMEN - SINGLES :  W40 Ricany (Czech Republic),hard,header
WTA - SINGLES :  Indian Wells (USA) - Qualification,hard,header
07.03.2023,Konjuh A.,0,3,2,,,,0,6,55%,60% (18/30),48% (12/25),67% (6/9),15% (4/26),22% (4/18),0% (0/0),55% (30/55),18% (8/44),38% (38/99),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.78
07.03.2023,Galfi D.,2,6,6,,,,4,0,59%,85% (22/26),78% (14/18),0% (0/0),40% (12/30),52% (13/25),33% (3/9),82% (36/44),45% (25/55),62% (61/99),100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['3', '2', '5', '2']",[],[],[],2.04
WTA - SINGLES :  Monterrey (Mexico) - Qualification,hard,header
26.02.2023,Konjuh A.,0,1,6^5,,,,1,6,59%,66% (29/44),35% (11/31),44% (4/9),37% (20/54),52% (12/23),22% (2/9),53% (40/75),42% (32/77),47% (72/152),50% (5/10),22% (2/9),37% (7/19),[],"['1', '0', '3', '2']",[],[],[],2.87
26.02.2023,Tsurenko L.,2,6,7^7,,,,0,6,70%,63% (34/54),48% (11/23),78% (7/9),34% (15/44),65% (20/31),56% (5/9),58% (45/77),47% (35/75),53% (80/152),78% (7/9),50% (5/10),63% (12/19),"['2', '1', '4', '1', '6', '1']","['1', '1', '3', '3']",[],[],[],1.39
25.02.2023,Konjuh A.,2,6,6,,,,6,5,62%,82% (31/38),48% (11/23),100% (5/5),41% (17/41),47% (9/19),38% (3/8),69% (42/61),43% (26/60),56% (68/121),100% (9/9),30% (3/10),63% (12/19),"['2', '1']","['3', '2', '6', '3']",[],[],[],1.05
25.02.2023,Rodriguez V.,0,4,3,,,,1,2,68%,59% (24/41),53% (10/19),63% (5/8),18% (7/38),52% (12/23),0% (0/5),57% (34/60),31% (19/61),44% (53/121),70% (7/10),0% (0/9),37% (7/19),[],[],[],[],[],8.80
WTA - SINGLES :  Merida (Mexico),hard,header
21.02.2023,Konjuh A.,1,4,7^7,2,,,7,7,54%,74% (42/57),42% (20/48),69% (11/16),24% (17/70),56% (14/25),29% (2/7),59% (62/105),33% (31/95),47% (93/200),67% (10/15),13% (2/15),40% (12/30),[],"['5', '5']","['1', '0']",[],[],2.19
21.02.2023,Parrizas-Diaz N.,2,6,6^2,6,,,1,2,74%,76% (53/70),44% (11/25),71% (5/7),26% (15/57),58% (28/48),31% (5/16),67% (64/95),41% (43/105),54% (107/200),87% (13/15),33% (5/15),60% (18/30),"['2', '1']","['3', '2']","['1', '1', '3', '1', '6', '2']",[],[],1.69
WTA - SINGLES :  Merida (Mexico) - Qualification,hard,header
19.02.2023,Konjuh A.,2,6,6,,,,2,4,57%,93% (25/27),60% (12/20),100% (2/2),36% (12/33),64% (7/11),75% (3/4),79% (37/47),43% (19/44),62% (56/91),100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['2', '0']",[],[],[],1.52
19.02.2023,Bolsova Zadoinov A.,0,2,3,,,,3,1,75%,64% (21/33),36% (4/11),25% (1/4),7% (2/27),40% (8/20),0% (0/2),57% (25/44),21% (10/47),38% (35/91),63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.54
18.02.2023,Konjuh A.,2,7,7,,,,14,8,48%,85% (35/41),36% (16/44),67% (6/9),43% (21/49),60% (15/25),50% (5/10),60% (51/85),49% (36/74),55% (87/159),75% (9/12),42% (5/12),58% (14/24),"['1', '0', '3', '2', '6', '5']","['1', '2', '6', '5']",[],[],[],1.57
18.02.2023,Bassols M.,0,5,5,,,,0,5,66%,57% (28/49),40% (10/25),50% (5/10),15% (6/41),64% (28/44),33% (3/9),51% (38/74),40% (34/85),45% (72/159),58% (7/12),25% (3/12),42% (10/24),"['2', '2', '5', '5']","['2', '0']",[],[],[],2.42
WTA - SINGLES :  Lyon (France),hard,header
30.01.2023,Konjuh A.,0,2,2,,,,1,4,55%,61% (14/23),42% (8/19),67% (4/6),23% (7/30),33% (4/12),0% (0/3),52% (22/42),26% (11/42),39% (33/84),67% (4/6),0% (0/7),31% (4/13),[],[],[],[],[],1.36
30.01.2023,Sherif M.,1,6,3,,,,2,2,71%,77% (23/30),67% (8/12),100% (3/3),39% (9/23),58% (11/19),33% (2/6),74% (31/42),48% (20/42),61% (51/84),100% (7/7),33% (2/6),69% (9/13),"['2', '0', '6', '2']",[],[],[],[],3.17
WTA - SINGLES :  Lyon (France) - Qualification,hard,header
29.01.2023,Konjuh A.,2,6,3,6,,,7,4,50%,80% (32/40),55% (22/40),67% (4/6),34% (15/44),53% (21/40),44% (4/9),68% (54/80),43% (36/84),55% (90/164),85% (11/13),31% (4/13),58% (15/26),"['1', '1', '3', '1']",[],"['2', '0', '6', '2']",[],[],1.57
29.01.2023,Waltert S.,1,3,6,2,,,0,6,52%,66% (29/44),48% (19/40),56% (5/9),20% (8/40),45% (18/40),33% (2/6),57% (48/84),33% (26/80),45% (74/164),69% (9/13),15% (2/13),42% (11/26),"['1', '0']","['3', '1']",[],[],[],2.44
28.01.2023,Konjuh A.,2,6,6^2,7^7,,,8,9,52%,72% (44/61),46% (26/56),69% (9/13),40% (34/86),64% (18/28),46% (6/13),60% (70/117),46% (52/114),53% (122/231),75% (12/16),38% (6/16),56% (18/32),"['1', '0', '3', '0', '5', '0']","['3', '4']","['1', '1', '4', '4']",[],[],1.66
28.01.2023,Baindl K.,1,2,7^7,6^1,,,0,5,75%,60% (52/86),36% (10/28),54% (7/13),28% (17/61),54% (30/56),31% (4/13),54% (62/114),40% (47/117),47% (109/231),63% (10/16),25% (4/16),44% (14/32),"['1', '5']","['2', '0']","['1', '0', '3', '2']",[],[],2.26
WTA - SINGLES :  Australian Open (Australia) - Qualification,hard,header
09.01.2023,Konjuh A.,1,6^5,6,6^7,,,4,13,59%,71% (46/65),49% (22/45),25% (1/4),32% (21/66),49% (20/41),50% (4/8),39,25,89% (8/9),62% (68/110),38% (41/107),50% (109/217),82% (14/17),25% (4/16),55% (18/33),"['2', '1', '4', '5']","['2', '2', '4', '2']",[],[],[],1.20
09.01.2023,Chang S.,2,7^7,3,7^10,,,5,4,62%,68% (45/66),51% (21/41),50% (4/8),29% (19/65),51% (23/45),75% (3/4),33,24,46% (6/13),62% (66/107),38% (42/110),50% (108/217),75% (12/16),18% (3/17),45% (15/33),"['2', '2', '5', '3']","['1', '0']",[],[],[],4.38
CHALLENGER WOMEN - SINGLES :  Andorra (Andorra),hard,header
03.12.2022,Konjuh A.,0,3,1,,,,3,9,55%,65% (22/34),25% (7/28),64% (9/14),32% (7/22),30% (6/20),33% (1/3),47% (29/62),31% (13/42),40% (42/104),38% (3/8),13% (1/8),25% (4/16),"['2', '2']",[],[],[],[],2.32
03.12.2022,Peterson R.,2,6,6,,,,1,3,52%,68% (15/22),70% (14/20),67% (2/3),35% (12/34),75% (21/28),36% (5/14),69% (29/42),53% (33/62),60% (62/104),88% (7/8),63% (5/8),75% (12/16),"['2', '1', '3', '2', '6', '3']","['3', '1', '5', '1']",[],[],[],1.63
02.12.2022,Konjuh A.,2,7,4,6,,,6,5,51%,78% (39/50),50% (24/48),67% (6/9),21% (10/48),63% (27/43),57% (4/7),64% (63/98),41% (37/91),53% (100/189),81% (13/16),27% (4/15),55% (17/31),"['3', '1', '7', '5']",[],"['2', '0', '5', '3']",[],[],1.19
02.12.2022,Falkowska W.,1,5,6,3,,,5,5,53%,79% (38/48),37% (16/43),43% (3/7),22% (11/50),50% (24/48),33% (3/9),59% (54/91),36% (35/98),47% (89/189),73% (11/15),19% (3/16),45% (14/31),"['2', '3']","['3', '2']","['3', '4']",[],[],4.83
01.12.2022,Konjuh A.,2,6,6,,,,0,2,60%,70% (19/27),61% (11/18),50% (1/2),43% (12/28),59% (20/34),50% (5/10),67% (30/45),52% (32/62),58% (62/107),88% (7/8),56% (5/9),71% (12/17),"['1', '0', '6', '3']","['2', '2', '4', '2', '6', '2']",[],[],[],1.82
01.12.2022,Maria T.,0,3,2,,,,2,3,45%,57% (16/28),41% (14/34),50% (5/10),30% (8/27),39% (7/18),50% (1/2),48% (30/62),33% (15/45),42% (45/107),44% (4/9),13% (1/8),29% (5/17),[],"['1', '0']",[],[],[],2.02
01.12.2022,Konjuh A.,2,7,6,,,,6,11,52%,78% (32/41),29% (11/38),56% (5/9),42% (16/38),68% (15/22),60% (6/10),54% (43/79),52% (31/60),53% (74/139),64% (7/11),55% (6/11),59% (13/22),"['3', '1', '5', '3', '7', '5']","['1', '1', '3', '3', '6', '4']",[],[],[],1.15
01.12.2022,Monnet C.,0,5,4,,,,0,4,63%,58% (22/38),32% (7/22),40% (4/10),22% (9/41),71% (27/38),44% (4/9),48% (29/60),46% (36/79),47% (65/139),45% (5/11),36% (4/11),41% (9/22),"['2', '3', '4', '5']","['1', '0', '3', '2']",[],[],[],5.55
