Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,98/101,20/30,36/33,42/38,-,-
2024,23/19,5/7,3/3,15/9,-,-
2023,28/27,6/6,9/9,13/12,-,-
2022,15/19,3/6,5/7,7/6,-,-
2021,22/26,5/10,15/12,2/4,-,-
2020,5/4,-,3/1,2/3,-,-
2019,5/5,1/1,1/1,3/3,-,-
2018,0/1,-,-,0/1,-,-
