Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,115/86,52/42,55/36,8/8,-,-
2024,30/21,21/16,9/5,-,-,-
2023,41/21,9/5,29/15,3/1,-,-
2022,25/24,11/11,13/11,1/2,-,-
2021,11/9,7/2,4/5,0/2,-,-
2020,4/2,-,-,4/2,-,-
2019,2/0,2/0,-,-,-,-
2018,1/6,1/6,-,-,-,-
2017,1/2,1/1,-,0/1,-,-
2016,0/1,0/1,-,-,-,-
