Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,70/130,11/36,44/74,1/2,-,14/18
2024,2/4,-,1/3,-,-,1/1
2023,8/22,2/5,1/6,-,-,5/11
2022,11/15,-,8/14,-,-,3/1
2021,8/11,1/2,7/9,-,-,-
2020,1/3,-,0/2,-,-,1/1
2019,16/21,0/5,14/14,0/1,-,2/1
2018,7/24,2/9,4/12,1/1,-,0/2
2017,13/18,5/10,6/7,-,-,2/1
2016,0/1,-,0/1,-,-,-
2014,1/1,-,1/1,-,-,-
2013,2/6,1/3,1/3,-,-,-
2012,1/3,0/2,1/1,-,-,-
2011,0/1,-,0/1,-,-,-
