Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,16/15,9/8,4/3,3/4,-,-
2024,7/4,7/4,-,-,-,-
2023,4/5,2/3,2/2,-,-,-
2022,5/5,0/1,2/1,3/3,-,-
2021,0/1,-,-,0/1,-,-
