Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,40/45,12/21,28/22,0/2,-,-
2024,24/21,5/12,19/8,0/1,-,-
2023,2/8,1/4,1/4,-,-,-
2014,6/6,-,6/6,-,-,-
2013,3/8,1/3,2/4,0/1,-,-
2012,2/1,2/1,-,-,-,-
2011,3/1,3/1,-,-,-,-
