Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,201/105,17/8,173/91,11/4,0/1,0/1
2024,11/11,-,6/9,5/2,-,-
2023,30/16,1/1,29/15,-,-,-
2022,26/9,2/1,24/8,-,-,-
2019,10/5,-,10/5,-,-,-
2018,7/5,0/1,7/4,-,-,-
2017,16/9,-,16/8,-,-,0/1
2016,35/12,13/3,22/9,-,-,-
2015,18/8,-,18/8,-,-,-
2014,19/8,-,19/8,-,-,-
2013,10/4,-,10/4,-,-,-
2012,0/5,-,0/5,-,-,-
2011,4/6,0/1,1/3,3/1,0/1,-
2010,12/5,1/1,8/3,3/1,-,-
2009,2/1,-,2/1,-,-,-
2008,1/1,-,1/1,-,-,-
