Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,51/45,7/11,38/30,0/2,-,6/2
2024,21/20,7/9,14/8,0/2,-,0/1
2023,22/21,0/2,18/19,-,-,4/0
2022,8/4,-,6/3,-,-,2/1
