Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,162/75,7/5,147/66,7/2,1/2,-
2024,36/15,1/1,34/12,-,1/2,-
2023,42/22,6/3,29/18,7/1,-,-
2022,78/28,-,78/28,-,-,-
2019,4/6,0/1,4/4,0/1,-,-
2018,2/4,-,2/4,-,-,-
