Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,169/214,96/109,62/94,11/11,-,-
2024,9/22,4/6,4/13,1/3,-,-
2023,24/29,3/5,21/24,-,-,-
2022,27/39,-,27/39,-,-,-
2021,22/24,12/14,4/7,6/3,-,-
2020,13/23,13/23,-,-,-,-
2019,12/21,6/11,4/8,2/2,-,-
2018,24/21,21/17,1/2,2/2,-,-
2017,24/23,24/23,-,-,-,-
2016,13/9,12/7,1/1,0/1,-,-
2015,0/2,0/2,-,-,-,-
2014,1/1,1/1,-,-,-,-
