Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,119/109,94/75,17/21,8/13,-,-
2024,8/18,6/10,1/5,1/3,-,-
2023,36/39,17/18,13/12,6/9,-,-
2022,19/13,19/13,-,-,-,-
2021,38/19,34/17,3/1,1/1,-,-
2020,7/5,7/5,-,-,-,-
2019,5/3,5/3,-,-,-,-
2018,3/5,3/5,-,-,-,-
2016,3/6,3/3,0/3,-,-,-
2015,0/1,0/1,-,-,-,-
