Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/105,23/24,51/79,0/2,-,-
2024,30/32,3/5,27/27,-,-,-
2023,13/24,1/4,12/20,-,-,-
2022,23/29,14/10,9/19,-,-,-
2021,6/19,3/4,3/13,0/2,-,-
2020,2/1,2/1,-,-,-,-
