Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,91/97,81/77,7/11,3/9,-,-
2024,1/2,1/1,0/1,-,-,-
2023,0/1,0/1,-,-,-,-
2022,6/3,3/2,3/1,-,-,-
2021,2/4,2/3,-,0/1,-,-
2020,2/2,2/2,-,-,-,-
2019,23/20,23/19,-,0/1,-,-
2018,19/16,19/16,-,-,-,-
2017,19/19,19/16,0/2,0/1,-,-
2016,10/15,5/7,2/3,3/5,-,-
2015,7/12,5/8,2/3,0/1,-,-
2014,2/3,2/2,0/1,-,-,-
