Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/67,41/38,14/19,4/5,-,6/5
2024,13/11,9/7,4/4,-,-,-
2023,11/9,8/6,3/3,-,-,-
2022,12/11,3/4,3/2,-,-,6/5
2021,18/15,17/13,-,1/2,-,-
2020,7/9,-,4/8,3/1,-,-
2019,4/7,4/5,0/2,-,-,-
2018,0/2,0/1,-,0/1,-,-
2017,0/3,0/2,-,0/1,-,-
