Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/70,2/8,36/40,19/22,-,-
2024,8/10,1/3,7/7,-,-,-
2023,6/12,-,3/8,3/4,-,-
2022,9/13,-,5/7,4/6,-,-
2021,7/4,0/1,3/1,4/2,-,-
2020,4/4,-,3/2,1/2,-,-
2019,9/11,0/2,9/8,0/1,-,-
2018,5/7,-,4/4,1/3,-,-
2017,5/6,0/1,1/2,4/3,-,-
2016,4/3,1/1,1/1,2/1,-,-
