Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,65/85,47/63,18/22,-,-,-
2024,3/9,3/6,0/3,-,-,-
2023,10/18,10/15,0/3,-,-,-
2022,18/17,13/15,5/2,-,-,-
2021,16/15,14/13,2/2,-,-,-
2020,6/9,0/1,6/8,-,-,-
2019,0/1,0/1,-,-,-,-
2018,4/5,1/3,3/2,-,-,-
2017,2/3,2/3,-,-,-,-
2016,5/4,3/3,2/1,-,-,-
2013,1/4,1/3,0/1,-,-,-
