Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,182/120,127/82,39/24,9/11,-,7/3
2024,35/22,27/16,2/1,1/3,-,5/2
2023,35/34,30/28,5/6,-,-,-
2022,41/25,33/18,5/5,1/1,-,2/1
2021,35/19,27/11,1/2,7/6,-,-
2020,8/7,0/2,8/4,0/1,-,-
2019,23/8,5/4,18/4,-,-,-
2018,1/3,1/1,0/2,-,-,-
2017,2/1,2/1,-,-,-,-
2016,2/1,2/1,-,-,-,-
