Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,40/20,3/5,25/10,-,-,12/5
2024,20/13,3/5,13/6,-,-,4/2
2023,12/4,-,12/4,-,-,-
2022,8/3,-,-,-,-,8/3
