Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/72,62/66,1/5,0/1,-,-
2024,12/11,12/10,-,0/1,-,-
2023,30/31,30/31,-,-,-,-
2022,16/19,16/19,-,-,-,-
2021,5/11,4/6,1/5,-,-,-
