Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,127/97,28/15,99/81,-,-,0/1
2024,3/2,-,3/2,-,-,-
2023,3/3,2/1,1/2,-,-,-
2022,10/9,0/1,10/8,-,-,-
2019,6/6,0/1,6/5,-,-,-
2018,8/6,0/1,8/5,-,-,-
2017,17/11,2/1,15/10,-,-,-
2016,18/11,7/2,11/8,-,-,0/1
2015,8/6,2/1,6/5,-,-,-
2014,23/15,4/2,19/13,-,-,-
2013,8/10,-,8/10,-,-,-
2012,2/5,-,2/5,-,-,-
2011,20/10,10/4,10/6,-,-,-
2010,1/3,1/1,0/2,-,-,-
