Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/58,42/32,31/22,0/3,-,16/1
2024,16/12,12/8,4/3,0/1,-,-
2023,30/14,6/6,18/8,-,-,6/0
2022,31/19,16/11,5/6,0/1,-,10/1
2021,12/13,8/7,4/5,0/1,-,-
