Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
20.08.,Paul J.,2,,,,,,0,0,66%,70% (38/54),57% (16/28),83% (5/6),33% (14/42),57% (21/37),63% (5/8),66% (54/82),44% (35/79),55% (89/161),7,0,92% (11/12),38% (5/13),64% (16/25),"['2', '1', '6', '3']",[],"['2', '0', '4', '0', '6', '0']",[],[],1.44
20.08.,Bicknell B.,1,,,,,,1,6,53%,67% (28/42),43% (16/37),38% (3/8),30% (16/54),43% (12/28),17% (1/6),56% (44/79),34% (28/82),45% (72/161),3,0,62% (8/13),8% (1/12),36% (9/25),[],"['3', '2']",[],[],[],2.66
19.08.,Bicknell B.,2,,,,,,7,6,61%,82% (28/34),55% (12/22),50% (1/2),43% (27/63),62% (16/26),36% (4/11),24,29,100% (4/4),71% (40/56),48% (43/89),57% (83/145),7,0,89% (8/9),40% (4/10),63% (12/19),"['5', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],19.5
19.08.,Potenza L.,0,,,,,,2,3,71%,57% (36/63),38% (10/26),64% (7/11),18% (6/34),45% (10/22),50% (1/2),17,40,67% (4/6),52% (46/89),29% (16/56),43% (62/145),3,0,60% (6/10),11% (1/9),37% (7/19),"['3', '2']",[],[],[],[],1.44
12.08.,Tarvet O.,0,,,,,,1,2,56%,90% (9/10),50% (4/8),100% (2/2),41% (7/17),62% (8/13),29% (2/7),8,5,67% (2/3),72% (13/18),50% (15/30),58% (28/48),5,0,100% (3/3),50% (2/4),71% (5/7),"['2', '1', '4', '1']",[],[],[],[],18.5
12.08.,Bicknell B.,0,,,,,,2,3,57%,59% (10/17),38% (5/13),71% (5/7),10% (1/10),50% (4/8),0% (0/2),10,13,100% (2/2),50% (15/30),28% (5/18),42% (20/48),5,0,50% (2/4),0% (0/3),29% (2/7),[],[],[],[],[],1.60
26.07.,Bicknell B.,2,,,,,,"['2', '2', '5', '3']","['1', '2', '3', '2', '5', '2']",[],[],[],1.70
26.07.,Vandecasteele Q.,0,,,,,,"['2', '1']","['2', '0']",[],[],[],2.03
25.07.,Bicknell B.,2,,,,,,"['6', '4']","['4', '2', '6', '2']",[],[],[],1.84
25.07.,Suresh D.,0,,,,,,[],[],[],[],[],1.86
24.07.,Bicknell B.,2,,,,,,[],"['3', '1']","['2', '1', '4', '1']",[],[],1.19
24.07.,Chopra K.,1,,,,,,"['4', '2']",[],[],[],[],4.23
23.07.,Bicknell B.,2,,,,,,"['5', '3']","['1', '0', '5', '2']",[],[],[],1.10
23.07.,Okonkwo O.,0,,,,,,[],[],[],[],[],5.75
06.07.,Bicknell B.,2,,,,,,[],[],[],[],[],2.11
06.07.,Boulais J.,1,,,,,,"['2', '0']",[],[],[],[],1.66
05.07.,Bicknell B.,2,,,,,,"['2', '0', '5', '1']","['6', '5']",[],[],[],1.55
05.07.,Woestendick C.,0,,,,,,[],[],[],[],[],2.32
04.07.,Bicknell B.,2,,,,,,"['2', '0', '4', '2']","['3', '2']",[],[],[],1.55
04.07.,Rice K.,0,,,,,,"['2', '3']",[],[],[],[],2.33
03.07.,Bicknell B.,1,,,,,,"['1', '0', '5', '2']","['1', '0']",[],[],[],1.49
03.07.,Martin D.,0,,,,,,[],[],[],[],[],2.47
02.07.,Bicknell B.,2,,,,,,"['2', '1', '4', '1']","['1', '0', '6', '3']",[],[],[],1.14
02.07.,Finkelstein A.,0,,,,,,[],[],[],[],[],5.00
25.06.,Olivieri G. A.,2,,,,,,0,0,74%,71% (24/34),67% (8/12),0% (0/1),50% (20/40),54% (7/13),63% (5/8),70% (32/46),51% (27/53),60% (59/99),7,0,88% (7/8),63% (5/8),75% (12/16),"['1', '2', '4', '3', '6', '3']","['2', '0', '5', '1']",[],[],[],1.28
25.06.,Bicknell B.,0,,,,,,0,0,75%,50% (20/40),46% (6/13),38% (3/8),29% (10/34),33% (4/12),100% (1/1),49% (26/53),30% (14/46),40% (40/99),3,3,38% (3/8),13% (1/8),25% (4/16),"['2', '0']",[],[],[],[],3.47
24.06.,Bicknell B.,2,,,,,,4,2,73%,71% (35/49),61% (11/18),80% (4/5),30% (13/44),58% (15/26),60% (3/5),69% (46/67),40% (28/70),54% (74/137),7,0,91% (10/11),27% (3/11),59% (13/22),"['2', '0', '6', '4']","['7', '5']",[],[],[],2.25
24.06.,Sperle J.,0,,,,,,0,2,63%,70% (31/44),42% (11/26),40% (2/5),29% (14/49),39% (7/18),20% (1/5),60% (42/70),31% (21/67),46% (63/137),3,0,73% (8/11),9% (1/11),41% (9/22),"['1', '2']",[],[],[],[],1.65
19.06.,Martinez A.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '3', '0']",[],[],[],1.68
19.06.,Bicknell B.,0,,,,,,[],[],[],[],[],2.06
18.06.,Bicknell B.,2,,,,,,"['3', '1', '6', '2']","['2', '2', '4', '2', '6', '2']",[],[],[],1.18
18.06.,Kumar P.,0,,,,,,[],"['2', '1']",[],[],[],4.38
13.06.,Bicknell B.,2,,,,,,"['3', '1']","['2', '1', '4', '1']",[],[],[],1.18
13.06.,Mesarovic M.,0,,,,,,[],[],[],[],[],5.08
12.06.,Bicknell B.,2,,,,,,"['3', '3']","['5', '4']","['2', '1']",[],[],1.55
12.06.,Parisca I.,1,,,,,,"['3', '2']",[],[],[],[],2.49
11.06.,Bicknell B.,2,,,,,,"['1', '0', '2', '1', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.01
11.06.,Bennaton G.,0,,,,,,"['1', '1']",[],[],[],[],17.50
06.06.,Bertran P.,2,,,,,,"['3', '2', '5', '2']",[],"['4', '2', '6', '4']",[],[],2.35
06.06.,Bicknell B.,1,,,,,,[],"['2', '0']","['3', '4']",[],[],1.54
04.06.,Bicknell B.,2,,,,,,"['3', '1', '6', '2']","['3', '1', '5', '1']",[],[],[],1.04
04.06.,Puello A.,0,,,,,,[],[],[],[],[],8.60
14.05.,Gima S.,2,,,,,,"['3', '2', '6', '5']","['1', '0', '4', '5']","['1', '0', '2', '3']",[],[],1.79
14.05.,Bicknell B.,1,,,,,,"['3', '3']","['1', '1', '5', '3', '7', '5']","['1', '1', '3', '1']",[],[],1.91
05.05.,Olivo R.,2,,,,,,0,1,48%,65% (26/40),60% (26/43),57% (4/7),40% (22/55),50% (13/26),63% (5/8),63% (52/83),43% (35/81),53% (87/164),8,0,77% (10/13),36% (5/14),56% (15/27),[],"['1', '1', '3', '1']","['1', '0', '4', '3', '6', '3']",[],[],1.54
05.05.,Bicknell B.,1,,,,,,1,3,68%,60% (33/55),50% (13/26),38% (3/8),35% (14/40),40% (17/43),43% (3/7),57% (46/81),37% (31/83),47% (77/164),2,1,64% (9/14),23% (3/13),44% (12/27),"['3', '1']","['1', '0']","['2', '2']",[],[],2.38
28.04.,Torres J. B.,2,,,,,,0,2,64%,55% (27/49),44% (12/27),62% (8/13),53% (24/45),61% (14/23),64% (7/11),51% (39/76),56% (38/68),53% (77/144),9,0,50% (5/10),64% (7/11),57% (12/21),"['1', '0', '2', '3', '4', '3', '6', '3']","['3', '1', '4', '4', '6', '6']",[],[],[],1.17
28.04.,Bicknell B.,0,,,,,,1,4,66%,47% (21/45),39% (9/23),36% (4/11),45% (22/49),56% (15/27),38% (5/13),44% (30/68),49% (37/76),47% (67/144),1,0,36% (4/11),50% (5/10),43% (9/21),"['1', '1', '3', '1']","['2', '3', '4', '3', '6', '5']",[],[],[],4.65
13.04.,Denolly C.,2,,,,,,1,4,61%,57% (24/42),63% (17/27),40% (2/5),46% (30/65),52% (17/33),31% (5/16),59% (41/69),48% (47/98),53% (88/167),5,0,70% (7/10),45% (5/11),57% (12/21),"['2', '1', '4', '1', '6', '3']","['3', '3', '5', '3']",[],[],[],1.58
13.04.,Bicknell B.,0,,,,,,0,1,66%,54% (35/65),48% (16/33),69% (11/16),43% (18/42),37% (10/27),60% (3/5),52% (51/98),41% (28/69),47% (79/167),5,2,55% (6/11),30% (3/10),43% (9/21),"['3', '5']","['2', '1', '4', '5']",[],[],[],2.29
07.04.,Boitan G. A.,2,,,,,,1,7,56%,68% (28/41),66% (21/32),0% (0/2),33% (18/55),59% (16/27),36% (4/11),67% (49/73),41% (34/82),54% (83/155),5,0,85% (11/13),31% (4/13),58% (15/26),"['4', '3']","['3', '4']","['2', '0', '4', '0']",[],[],1.37
07.04.,Bicknell B.,1,,,,,,0,5,67%,67% (37/55),41% (11/27),64% (7/11),32% (13/41),34% (11/32),100% (2/2),59% (48/82),33% (24/73),46% (72/155),5,2,69% (9/13),15% (2/13),42% (11/26),[],"['3', '1', '5', '3']",[],[],[],2.94
06.04.,Bicknell B.,2,,,,,,1,2,72%,67% (37/55),38% (8/21),71% (5/7),39% (18/46),71% (15/21),50% (5/10),59% (44/74),49% (33/67),55% (77/141),7,0,80% (8/10),50% (5/10),65% (13/20),"['2', '0', '5', '5', '7', '5']","['2', '0', '6', '2']",[],[],[],1.93
06.04.,Polmans M.,0,,,,,,1,6,69%,61% (28/46),29% (6/21),50% (5/10),33% (18/55),62% (13/21),29% (2/7),51% (34/67),41% (30/74),45% (64/141),3,1,50% (5/10),20% (2/10),35% (7/20),"['2', '3', '4', '3']",[],[],[],[],1.80
19.03.,Monday J.,2,,,,,,"['4', '3']","['1', '0', '5', '2']",[],[],[],1.25
19.03.,Bicknell B.,0,,,,,,[],[],[],[],[],3.62
25.02.,Mmoh M.,2,,,,,,7,13,61%,68% (52/77),37% (18/49),65% (11/17),39% (25/64),53% (20/38),38% (5/13),56% (70/126),44% (45/102),50% (115/228),5,0,60% (9/15),33% (5/15),47% (14/30),"['2', '3']","['1', '0', '5', '4']","['3', '1', '6', '4']",[],[],1.12
25.02.,Bicknell B.,1,,,,,,1,5,63%,61% (39/64),47% (18/38),62% (8/13),32% (25/77),63% (31/49),35% (6/17),56% (57/102),44% (56/126),50% (113/228),5,3,67% (10/15),40% (6/15),53% (16/30),"['2', '0', '4', '2', '6', '2']","['1', '1', '5', '5']","['4', '5']",[],[],5.55
24.02.,Bicknell B.,2,,,,,,0,5,74%,61% (28/46),25% (4/16),33% (2/6),42% (14/33),86% (19/22),55% (6/11),52% (32/62),60% (33/55),56% (65/117),5,0,60% (6/10),67% (6/9),63% (12/19),"['1', '1', '2', '2', '6', '4']","['2', '0', '3', '1', '5', '1']",[],[],[],2.04
24.02.,Hilderbrand T.,0,,,,,,2,6,60%,58% (19/33),14% (3/22),45% (5/11),39% (18/46),75% (12/16),67% (4/6),40% (22/55),48% (30/62),44% (52/117),5,2,33% (3/9),40% (4/10),37% (7/19),"['1', '0', '2', '1']","['1', '2', '2', '5']",[],[],[],1.71
23.02.,Bicknell B.,2,,,,,,4,5,59%,59% (38/64),48% (21/44),45% (5/11),37% (20/54),68% (28/41),57% (8/14),55% (59/108),51% (48/95),53% (107/203),6,0,63% (10/16),53% (8/15),58% (18/31),"['2', '1', '3', '2']","['1', '4', '3', '4', '4', '5']","['2', '0', '4', '2', '5', '3']",[],[],1.68
