Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,135/154,97/108,26/28,8/17,-,4/1
2024,19/21,13/14,6/7,-,-,-
2023,25/27,11/12,9/9,1/5,-,4/1
2022,22/29,20/24,-,2/5,-,-
2021,22/21,10/11,10/9,2/1,-,-
2020,3/2,-,1/1,2/1,-,-
2019,12/16,11/10,0/2,1/4,-,-
2018,11/10,11/10,-,-,-,-
2017,2/3,2/3,-,-,-,-
2016,0/2,0/2,-,-,-,-
2015,2/2,2/2,-,-,-,-
2013,3/6,3/5,-,0/1,-,-
2012,4/6,4/6,-,-,-,-
2011,10/9,10/9,-,-,-,-
