15.07. 22:10,Polmans M.,2,6,7^7,,,,3,8,65%,78% (39/50),48% (13/27),100% (2/2),21% (9/43),57% (17/30),17% (1/6),25,15,79% (22/28),6,68% (52/77),36% (26/73),52% (78/150),3,100% (11/11),9% (1/11),55% (12/22),"['5', '4']",[],[],[],[],2.69
15.07. 01:00,Schoolkate T.,2,6,6,,,,3,2,51%,86% (18/21),60% (12/20),0% (0/1),44% (16/36),58% (18/31),31% (5/16),24,6,66% (19/29),8,73% (30/41),51% (34/67),59% (64/108),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '5', '2']","['2', '3', '4', '3', '6', '3']",[],[],[],1.50
15.07. 01:00,Trotter J. K.,0,2,3,,,,0,6,54%,56% (20/36),42% (13/31),69% (11/16),14% (3/21),40% (8/20),100% (1/1),9,17,50% (15/30),3,49% (33/67),27% (11/41),41% (44/108),2,44% (4/9),13% (1/8),29% (5/17),[],"['3', '1']",[],[],[],2.50
CHALLENGER MEN - SINGLES :  Winnipeg (Canada),hard,header
13.07. 02:15,Schoolkate T.,0,2,4,,,,9,5,52%,61% (23/38),51% (18/35),57% (4/7),23% (7/30),38% (9/24),0% (0/1),4,56% (41/73),30% (16/54),45% (57/127),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.09
13.07. 02:15,Shimabukuro S.,2,6,6,,,,6,3,56%,77% (23/30),63% (15/24),100% (1/1),39% (15/38),49% (17/35),43% (3/7),6,70% (38/54),44% (32/73),55% (70/127),5,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '5', '2']","['1', '0']",[],[],[],1.68
11.07. 23:20,Schoolkate T.,2,4,6,6,,,8,2,59%,74% (40/54),57% (21/37),67% (2/3),29% (13/45),48% (21/44),33% (3/9),7,67% (61/91),38% (34/89),53% (95/180),3,93% (13/14),21% (3/14),57% (16/28),[],"['5', '3']","['2', '1', '6', '3']",[],[],1.59
11.07. 23:20,Bellier A.,1,6,3,3,,,3,5,51%,71% (32/45),52% (23/44),67% (6/9),26% (14/54),43% (16/37),33% (1/3),7,62% (55/89),33% (30/91),47% (85/180),3,79% (11/14),7% (1/14),43% (12/28),"['4', '3']",[],[],[],[],2.28
10.07. 04:05,Schoolkate T.,2,6,7^7,,,,6,4,64%,84% (31/37),67% (14/21),0% (0/0),24% (9/37),42% (11/26),33% (2/6),5,78% (45/58),32% (20/63),54% (65/121),3,100% (10/10),20% (2/10),60% (12/20),"['2', '0', '6', '2']",[],[],[],[],1.81
10.07. 04:05,Trotter J. K.,0,2,6^5,,,,6,4,59%,76% (28/37),58% (15/26),67% (4/6),16% (6/37),33% (7/21),0% (0/0),6,68% (43/63),22% (13/58),46% (56/121),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.93
CHALLENGER MEN - SINGLES :  Bloomfield Hills (USA),hard,header
02.07. 23:15,Schoolkate T.,1,6,3,4,,,6,8,53%,79% (38/48),44% (19/43),57% (4/7),29% (17/59),46% (26/57),13% (2/15),6,63% (57/91),37% (43/116),48% (100/207),4,71% (10/14),20% (3/15),45% (13/29),"['5', '4']","['1', '0']","['3', '3']",[],[],1.27
02.07. 23:15,Vandecasteele Q.,2,4,6,6,,,7,4,51%,71% (42/59),54% (31/57),87% (13/15),21% (10/48),56% (24/43),43% (3/7),7,63% (73/116),37% (34/91),52% (107/207),4,80% (12/15),29% (4/14),55% (16/29),[],"['1', '1', '3', '1']","['1', '0', '4', '3']",[],[],3.58
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
24.06. 18:05,Schoolkate T.,0,4,6^3,,,,15,5,60%,72% (38/53),47% (17/36),86% (6/7),20% (8/41),11% (2/18),0% (0/2),37,32,56% (33/59),5,62% (55/89),17% (10/59),44% (65/148),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.57
24.06. 18:05,Dzumhur D.,2,6,7^7,,,,1,0,69%,80% (33/41),89% (16/18),100% (2/2),28% (15/53),53% (19/36),14% (1/7),26,10,81% (17/21),6,83% (49/59),38% (34/89),56% (83/148),3,100% (11/11),9% (1/11),55% (12/22),"['2', '1']",[],[],[],[],2.42
CHALLENGER MEN - SINGLES :  Ilkley (United Kingdom) - Qualification,grass,header
16.06. 15:40,Schoolkate T.,0,1,6^2,,,,9,4,61%,72% (26/36),43% (10/23),67% (4/6),18% (8/44),44% (7/16),0% (0/0),5,61% (36/59),25% (15/60),43% (51/119),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.46
16.06. 15:40,Kypson P.,2,6,7^7,,,,11,0,73%,82% (36/44),56% (9/16),0% (0/0),28% (10/36),57% (13/23),33% (2/6),8,75% (45/60),39% (23/59),57% (68/119),3,100% (10/10),22% (2/9),63% (12/19),"['2', '0', '5', '1']",[],[],[],[],2.47
ATP - SINGLES :  Hertogenbosch (Netherlands),grass,header
11.06. 23:05,Schoolkate T.,0,4,6^4,,,,9,1,55%,89% (32/36),48% (14/29),75% (3/4),16% (7/43),20% (4/20),0% (0/3),20,7,58% (14/24),5,71% (46/65),17% (11/63),45% (57/128),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],3.90
11.06. 23:05,Korda S.,2,6,7^7,,,,15,1,68%,84% (36/43),80% (16/20),100% (3/3),11% (4/36),52% (15/29),25% (1/4),32,5,71% (12/17),6,83% (52/63),29% (19/65),55% (71/128),3,100% (11/11),9% (1/11),55% (12/22),"['3', '2']",[],[],[],[],1.26
ATP - SINGLES :  Hertogenbosch (Netherlands) - Qualification,grass,header
09.06. 14:35,Schoolkate T.,2,6,6,,,,9,3,70%,85% (33/39),47% (8/17),100% (4/4),40% (12/30),64% (9/14),60% (3/5),25,6,67% (16/24),13,73% (41/56),48% (21/44),62% (62/100),7,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['2', '0']",[],[],[],3.26
09.06. 14:35,Bergs Z.,0,2,3,,,,2,3,68%,60% (18/30),36% (5/14),40% (2/5),15% (6/39),53% (9/17),0% (0/4),13,11,57% (8/14),4,52% (23/44),27% (15/56),38% (38/100),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.34
08.06. 14:35,Schoolkate T.,2,6^3,7^7,6,,,12,5,65%,73% (47/64),56% (19/34),50% (3/6),28% (22/78),61% (20/33),45% (5/11),38,16,62% (29/47),7,67% (66/98),38% (42/111),52% (108/209),4,81% (13/16),29% (5/17),55% (18/33),"['2', '1']","['4', '4', '5', '5']","['4', '3', '6', '3']",[],[],1.83
08.06. 14:35,Atmane T.,1,7^7,6^5,3,,,8,4,70%,72% (56/78),39% (13/33),55% (6/11),27% (17/64),44% (15/34),50% (3/6),42,27,57% (31/54),5,62% (69/111),33% (32/98),48% (101/209),2,71% (12/17),19% (3/16),45% (15/33),"['2', '2']","['4', '3', '5', '4']",[],[],[],1.98
CHALLENGER MEN - SINGLES :  Surbiton (United Kingdom),grass,header
05.06. 18:55,Schoolkate T.,0,4,6^4,,,,7,1,64%,80% (39/49),39% (11/28),75% (3/4),18% (9/50),35% (7/20),0% (0/3),5,65% (50/77),23% (16/70),45% (66/147),1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],2.15
05.06. 18:55,Harris B.,2,6,7^7,,,,4,2,71%,82% (41/50),65% (13/20),100% (3/3),20% (10/49),61% (17/28),25% (1/4),8,77% (54/70),35% (27/77),55% (81/147),3,100% (11/11),9% (1/11),55% (12/22),"['4', '3']",[],[],[],[],1.70
04.06. 15:35,Schoolkate T.,2,2,6,7^7,,,7,0,66%,67% (44/66),59% (20/34),70% (7/10),24% (11/45),32% (12/38),33% (2/6),7,63% (62/99),30% (25/83),48% (87/182),3,80% (12/15),14% (2/14),48% (14/29),[],"['4', '2']","['4', '3']",[],[],1.33
04.06. 15:35,Nava E.,1,6,3,6^3,,,11,1,54%,76% (34/45),68% (26/38),67% (4/6),33% (22/66),41% (14/34),30% (3/10),7,70% (58/83),37% (37/99),52% (95/182),3,86% (12/14),20% (3/15),52% (15/29),"['2', '1', '5', '2']",[],"['5', '5']",[],[],3.19
CHALLENGER MEN - SINGLES :  Surbiton (United Kingdom) - Qualification,grass,header
03.06. 15:35,Schoolkate T.,2,6,6,,,,6,2,74%,81% (26/32),55% (6/11),0% (0/0),38% (10/26),60% (9/15),44% (4/9),6,74% (32/43),46% (19/41),61% (51/84),5,100% (8/8),57% (4/7),80% (12/15),"['3', '1', '5', '1']","['2', '1', '5', '2']",[],[],[],1.48
03.06. 15:35,Chidekh C.,0,1,2,,,,1,3,63%,62% (16/26),40% (6/15),56% (5/9),19% (6/32),45% (5/11),0% (0/0),4,54% (22/41),26% (11/43),39% (33/84),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.56
02.06. 17:15,Schoolkate T.,2,6,6,,,,6,0,74%,80% (32/40),64% (9/14),0% (0/0),21% (7/33),63% (15/24),67% (2/3),7,76% (41/54),39% (22/57),57% (63/111),3,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['3', '1']",[],[],[],1.32
02.06. 17:15,Seggerman R.,0,4,3,,,,6,5,58%,79% (26/33),38% (9/24),33% (1/3),20% (8/40),36% (5/14),0% (0/0),4,61% (35/57),24% (13/54),43% (48/111),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],3.24
CHALLENGER MEN - SINGLES :  Wuxi (China),hard,header
09.05. 10:25,Schoolkate T.,0,5,6^3,,,,7,2,71%,69% (38/55),50% (11/22),50% (2/4),23% (11/48),38% (8/21),50% (1/2),5,64% (49/77),28% (19/69),47% (68/146),3,83% (10/12),8% (1/12),46% (11/24),"['2', '0']",[],[],[],[],1.49
09.05. 10:25,Cui J.,2,7,7^7,,,,4,1,70%,77% (37/48),62% (13/21),50% (1/2),31% (17/55),50% (11/22),50% (2/4),7,72% (50/69),36% (28/77),53% (78/146),3,92% (11/12),17% (2/12),54% (13/24),"['2', '3', '6', '5']",[],[],[],[],2.53
07.05. 13:00,Schoolkate T.,2,7^8,7^7,,,,7,1,71%,68% (44/65),56% (15/27),33% (1/3),32% (20/62),48% (14/29),33% (2/6),5,64% (59/92),37% (34/91),51% (93/183),3,83% (10/12),17% (2/12),50% (12/24),"['1', '0']","['2', '2']",[],[],[],1.33
07.05. 13:00,Zhou Y.,0,6^6,6^5,,,,4,2,68%,68% (42/62),52% (15/29),67% (4/6),32% (21/65),44% (12/27),67% (2/3),5,63% (57/91),36% (33/92),49% (90/183),3,83% (10/12),17% (2/12),50% (12/24),"['3', '3']","['1', '0']",[],[],[],3.19
CHALLENGER MEN - SINGLES :  Guangzhou (China),hard,header
05.05. 13:40,Schoolkate T.,2,6,3,6,,,11,4,57%,81% (42/52),43% (17/40),67% (2/3),31% (15/49),36% (12/33),33% (2/6),5,64% (59/92),33% (27/82),49% (86/174),3,93% (13/14),15% (2/13),56% (15/27),"['3', '1']",[],"['4', '2']",[],[],2.37
05.05. 13:40,Walton A.,1,3,6,3,,,7,4,60%,69% (34/49),64% (21/33),67% (4/6),19% (10/52),58% (23/40),33% (1/3),9,67% (55/82),36% (33/92),51% (88/174),3,85% (11/13),7% (1/14),44% (12/27),[],"['3', '1']",[],[],[],1.57
05.05. 08:40,Schoolkate T.,2,7^7,6,,,,4,3,68%,86% (36/42),55% (11/20),0% (0/1),24% (9/37),48% (15/31),25% (2/8),6,76% (47/62),35% (24/68),55% (71/130),3,91% (10/11),20% (2/10),57% (12/21),"['2', '1']","['4', '2']",[],[],[],2.53
05.05. 08:40,Cressy M.,0,6^4,3,,,,5,8,54%,76% (28/37),52% (16/31),75% (6/8),14% (6/42),45% (9/20),100% (1/1),11,65% (44/68),24% (15/62),45% (59/130),3,80% (8/10),9% (1/11),43% (9/21),"['4', '4']",[],[],[],[],1.48
04.05. 11:45,Schoolkate T.,2,3,6,7,,,11,9,58%,73% (48/66),44% (21/48),71% (10/14),32% (20/63),55% (22/40),36% (4/11),8,61% (69/114),41% (42/103),51% (111/217),4,75% (12/16),27% (4/15),52% (16/31),[],"['3', '4', '5', '4']","['3', '4', '6', '5']",[],[],2.05
04.05. 11:45,Hsu Y. H.,1,6,4,5,,,8,3,61%,68% (43/63),45% (18/40),64% (7/11),27% (18/66),56% (27/48),29% (4/14),5,59% (61/103),39% (45/114),49% (106/217),3,73% (11/15),25% (4/16),48% (15/31),"['3', '2', '6', '3']","['4', '2']","['4', '2']",[],[],1.70
02.05. 10:10,Schoolkate T.,2,6,7^7,,,,9,1,59%,83% (24/29),70% (14/20),0% (0/1),33% (15/45),60% (18/30),21% (4/19),8,78% (38/49),44% (33/75),57% (71/124),7,89% (8/9),44% (4/9),67% (12/18),"['2', '0', '4', '0', '6', '0']","['3', '3']",[],[],[],2.26
02.05. 10:10,Bellucci M.,0,0,6^5,,,,2,3,60%,67% (30/45),40% (12/30),79% (15/19),17% (5/29),30% (6/20),100% (1/1),7,56% (42/75),22% (11/49),43% (53/124),2,56% (5/9),11% (1/9),33% (6/18),[],"['3', '2']",[],[],[],1.60
30.04. 12:05,Schoolkate T.,1,6,3,,,,5,0,59%,80% (16/20),57% (8/14),50% (1/2),62% (13/21),69% (9/13),50% (4/8),9,71% (24/34),65% (22/34),68% (46/68),4,83% (5/6),80% (4/5),82% (9/11),"['2', '0', '5', '1', '6', '2']","['2', '0']",[],[],[],1.66
30.04. 12:05,Yevseyev D.,0,2,0,,,,1,3,62%,38% (8/21),31% (4/13),50% (4/8),20% (4/20),43% (6/14),50% (1/2),4,35% (12/34),29% (10/34),32% (22/68),1,20% (1/5),17% (1/6),18% (2/11),"['2', '5']",[],[],[],[],2.16
CHALLENGER MEN - SINGLES :  Shenzhen 3 (China),hard,header
26.04. 13:15,Schoolkate T.,0,4,2,,,,8,1,48%,78% (18/23),48% (12/25),25% (1/4),7% (2/27),25% (4/16),0% (0/0),4,63% (30/48),14% (6/43),40% (36/91),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.42
26.04. 13:15,Bertola R.,2,6,6,,,,9,1,63%,93% (25/27),75% (12/16),0% (0/0),22% (5/23),52% (13/25),75% (3/4),8,86% (37/43),38% (18/48),60% (55/91),3,100% (9/9),33% (3/9),67% (12/18),"['3', '2']","['1', '0', '4', '1']",[],[],[],2.72
25.04. 14:30,Schoolkate T.,2,6,6,,,,8,2,56%,88% (22/25),45% (9/20),100% (1/1),50% (14/28),53% (10/19),80% (4/5),8,70% (35/50),51% (24/47),61% (59/97),4,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['2', '1', '5', '2']",[],[],[],1.61
25.04. 14:30,Bolt A.,0,2,2,,,,0,0,60%,50% (14/28),47% (9/19),20% (1/5),12% (3/25),55% (11/20),0% (0/1),4,49% (23/47),30% (15/50),39% (38/97),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.24
24.04. 07:40,Schoolkate T.,1,6,3,,,,5,1,52%,86% (12/14),69% (9/13),100% (2/2),60% (9/15),67% (8/12),100% (4/4),5,78% (21/27),63% (17/27),70% (38/54),7,100% (5/5),80% (4/5),90% (9/10),"['2', '0', '4', '0', '6', '0']","['3', '1']",[],[],[],2.66
24.04. 07:40,Uchiyama Y.,0,0,1,,,,1,2,56%,40% (6/15),33% (4/12),0% (0/4),14% (2/14),31% (4/13),0% (0/2),4,37% (10/27),22% (6/27),30% (16/54),1,20% (1/5),0% (0/5),10% (1/10),[],[],[],[],[],1.45
CHALLENGER MEN - SINGLES :  Acapulco (Mexico),hard,header
19.04. 03:35,Schoolkate T.,0,2,4,,,,3,1,51%,63% (17/27),50% (13/26),40% (2/5),14% (5/35),44% (7/16),0% (0/2),3,57% (30/53),24% (12/51),40% (42/104),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.34
19.04. 03:35,Walton A.,2,6,6,,,,3,0,69%,86% (30/35),56% (9/16),100% (2/2),37% (10/27),50% (13/26),60% (3/5),7,76% (39/51),43% (23/53),60% (62/104),5,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '5', '2']","['1', '0']",[],[],[],1.30
18.04. 03:35,Schoolkate T.,2,5,6,6,,,5,9,56%,71% (36/51),53% (21/40),57% (4/7),33% (20/61),53% (24/45),27% (4/15),7,63% (57/91),42% (44/106),51% (101/197),5,81% (13/16),27% (4/15),55% (17/31),"['3', '1']","['2', '0']","['3', '4', '5', '4']",[],[],2.18
18.04. 03:35,Zhukayev B.,1,7,3,4,,,2,5,58%,67% (41/61),47% (21/45),73% (11/15),29% (15/51),48% (19/40),43% (3/7),10,58% (62/106),37% (34/91),49% (96/197),5,73% (11/15),19% (3/16),45% (14/31),"['4', '5', '6', '5']",[],"['3', '1']",[],[],1.65
16.04. 08:55,Schoolkate T.,2,5,7^7,6,,,8,2,61%,73% (41/56),56% (20/36),25% (1/4),36% (16/45),43% (23/53),63% (5/8),7,66% (61/92),40% (39/98),53% (100/190),6,80% (12/15),31% (5/16),55% (17/31),[],"['5', '5', '6', '6']","['1', '0', '3', '0', '6', '1']",[],[],1.69
16.04. 08:55,Mayo A.,1,7,6^3,1,,,3,6,46%,64% (29/45),57% (30/53),38% (3/8),27% (15/56),44% (16/36),75% (3/4),8,60% (59/98),34% (31/92),47% (90/190),3,69% (11/16),20% (3/15),45% (14/31),"['6', '5']","['4', '3', '6', '5']",[],[],[],2.12
CHALLENGER MEN - SINGLES :  Morelos (Mexico),hard,header
11.04. 06:10,Schoolkate T.,1,7^7,4,2,,,9,3,58%,71% (34/48),54% (19/35),43% (3/7),21% (9/42),39% (17/44),20% (1/5),8,64% (53/83),30% (26/86),47% (79/169),3,73% (11/15),7% (1/15),40% (12/30),"['1', '0']",[],[],[],[],2.09
11.04. 06:10,Pospisil V.,2,6^1,6,6,,,9,7,49%,79% (33/42),61% (27/44),80% (4/5),29% (14/48),46% (16/35),57% (4/7),11,70% (60/86),36% (30/83),53% (90/169),7,93% (14/15),27% (4/15),60% (18/30),"['4', '4']","['5', '4']","['1', '0', '3', '0']",[],[],1.70
09.04. 23:35,Schoolkate T.,2,6,6^5,6,,,15,5,50%,90% (37/41),71% (29/41),50% (1/2),35% (22/63),38% (16/42),50% (3/6),7,80% (66/82),36% (38/105),56% (104/187),5,94% (15/16),20% (3/15),58% (18/31),"['3', '2']",[],"['3', '3', '5', '3']",[],[],1.14
09.04. 23:35,Pannu K.,1,4,7^7,3,,,1,3,60%,65% (41/63),62% (26/42),50% (3/6),10% (4/41),29% (12/41),50% (1/2),4,64% (67/105),20% (16/82),44% (83/187),3,80% (12/15),6% (1/16),42% (13/31),[],[],"['1', '0']",[],[],5.38
CHALLENGER MEN - SINGLES :  Mexico City (Mexico),clay,header
02.04. 02:40,Schoolkate T.,1,3,6,2,,,10,5,44%,82% (27/33),48% (20/42),57% (4/7),18% (8/45),56% (14/25),50% (2/4),7,63% (47/75),31% (22/70),48% (69/145),3,75% (9/12),15% (2/13),44% (11/25),[],"['3', '1', '6', '2']",[],[],[],1.88
02.04. 02:40,Polmans M.,2,6,2,6,,,8,8,64%,82% (37/45),44% (11/25),50% (2/4),18% (6/33),52% (22/42),43% (3/7),5,69% (48/70),37% (28/75),52% (76/145),5,85% (11/13),25% (3/12),56% (14/25),"['2', '0']",[],"['3', '2', '5', '2']",[],[],1.86
CHALLENGER MEN - SINGLES :  San Luis Potosi (Mexico),clay,header
27.03. 01:50,Schoolkate T.,0,5,4,,,,7,11,45%,90% (26/29),43% (15/35),33% (1/3),18% (7/40),39% (11/28),0% (0/5),4,64% (41/64),26% (18/68),45% (59/132),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],3.19
