Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/53,59/43,8/10,-,-,-
2024,41/26,39/23,2/3,-,-,-
2023,20/19,14/12,6/7,-,-,-
2022,6/6,6/6,-,-,-,-
2018,0/2,0/2,-,-,-,-
