Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,12/19,2/5,8/10,2/4,-,-
2024,3/6,0/1,2/3,1/2,-,-
2023,6/8,2/3,4/5,-,-,-
2022,3/4,-,2/2,1/2,-,-
2021,0/1,0/1,-,-,-,-
