Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES Bastad (Sweden) - Qualification,clay,header
14.07.2024,Kuznetsov An.,0,,,,,,2,1,66%,68% (25/37),58% (11/19),75% (6/8),23% (9/40),41% (9/22),0% (0/2),19,10,78% (7/9),64% (36/56),29% (18/62),46% (54/118),3,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],0
14.07.2024,Faria J.,2,,,,,,8,1,65%,78% (31/40),59% (13/22),100% (2/2),32% (12/37),42% (8/19),25% (2/8),24,5,77% (10/13),71% (44/62),36% (20/56),54% (64/118),7,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Phoenix (USA) - Qualification,hard,header
11.03.2024,Kuznetsov An.,0,,,,,,2,6,41%,73% (16/22),31% (10/32),43% (3/7),21% (7/34),33% (4/12),0% (0/3),48% (26/54),24% (11/46),37% (37/100),3,2,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
11.03.2024,Svajda Z.,2,,,,,,7,0,74%,79% (27/34),67% (8/12),100% (3/3),27% (6/22),69% (22/32),57% (4/7),76% (35/46),52% (28/54),63% (63/100),7,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],0
ATP - SINGLES Brisbane (Australia) - Qualification,hard,header
30.12.2023,Kuznetsov An.,0,,,,,,5,1,60%,68% (28/41),48% (13/27),33% (1/3),12% (5/41),54% (15/28),0% (0/4),12,22,58% (7/12),60% (41/68),29% (20/69),45% (61/137),80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],0
30.12.2023,Galan D. E.,2,,,,,,16,5,59%,88% (36/41),46% (13/28),100% (4/4),32% (13/41),52% (14/27),67% (2/3),27,17,71% (5/7),71% (49/69),40% (27/68),55% (76/137),100% (11/11),20% (2/10),62% (13/21),[],[],[],[],[],0
ATP - SINGLES Winston-Salem (USA),hard,header
22.08.2023,Kuznetsov An.,0,,,,,,3,3,52%,64% (16/25),39% (9/23),50% (4/8),19% (5/27),35% (7/20),50% (1/2),18,10,50% (7/14),52% (25/48),26% (12/47),39% (37/95),50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],0
22.08.2023,Purcell M.,2,,,,,,8,1,57%,81% (22/27),65% (13/20),50% (1/2),36% (9/25),61% (14/23),50% (4/8),16,3,50% (4/8),74% (35/47),48% (23/48),61% (58/95),89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],0
ATP - SINGLES Winston-Salem (USA) - Qualification,hard,header
20.08.2023,Kuznetsov An.,0,,,,,,0,2,50%,35% (6/17),24% (4/17),14% (1/7),16% (3/19),27% (3/11),0% (0/0),4,11,33% (2/6),29% (10/34),20% (6/30),25% (16/64),14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],0
20.08.2023,Kwiatkowski T. S.,2,,,,,,3,1,63%,84% (16/19),73% (8/11),0% (0/0),65% (11/17),76% (13/17),86% (6/7),9,3,67% (2/3),80% (24/30),71% (24/34),75% (48/64),100% (6/6),86% (6/7),92% (12/13),[],[],[],[],[],0
20.08.2023,Kuznetsov An.,2,,,,,,2,1,59%,76% (26/34),54% (13/24),0% (0/1),32% (10/31),78% (14/18),67% (4/6),21,13,100% (8/8),67% (39/58),49% (24/49),59% (63/107),90% (9/10),44% (4/9),68% (13/19),[],[],[],[],[],0
20.08.2023,Chappell N.,0,,,,,,2,5,63%,68% (21/31),22% (4/18),33% (2/6),24% (8/34),46% (11/24),100% (1/1),8,9,86% (6/7),51% (25/49),33% (19/58),42% (45/107),56% (5/9),10% (1/10),32% (6/19),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Segovia (Spain),hard,header
25.07.2022,Kuznetsov An.,1,,,,,,4,10,47%,65% (32/49),45% (25/55),42% (5/12),22% (12/55),59% (20/34),33% (3/9),55% (57/104),36% (32/89),46% (89/193),50% (7/14),21% (3/14),36% (10/28),[],[],[],[],[],0
25.07.2022,Marchenko I.,2,,,,,,8,8,62%,78% (43/55),41% (14/34),67% (6/9),35% (17/49),55% (30/55),58% (7/12),64% (57/89),45% (47/104),54% (104/193),79% (11/14),50% (7/14),64% (18/28),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Pozoblanco (Spain),hard,header
20.07.2022,Kuznetsov An.,0,,,,,,4,4,58%,67% (24/36),27% (7/26),44% (4/9),30% (10/33),36% (4/11),50% (1/2),50% (31/62),32% (14/44),42% (45/106),38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],0
20.07.2022,Moro Canas A.,2,,,,,,3,0,75%,70% (23/33),64% (7/11),50% (1/2),33% (12/36),73% (19/26),56% (5/9),68% (30/44),50% (31/62),58% (61/106),88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],0
19.07.2022,Kuznetsov An.,2,,,,,,14,0,71%,88% (30/34),71% (10/14),0% (0/0),35% (17/48),46% (12/26),25% (3/12),83% (40/48),39% (29/74),57% (69/122),100% (10/10),27% (3/11),62% (13/21),[],[],[],[],[],0
19.07.2022,Marozsan F.,0,,,,,,3,3,65%,65% (31/48),54% (14/26),75% (9/12),12% (4/34),29% (4/14),0% (0/0),61% (45/74),17% (8/48),43% (53/122),73% (8/11),0% (0/10),38% (8/21),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Porto (Portugal),hard,header
05.07.2022,Kuznetsov An.,0,,,,,,5,4,62%,67% (41/61),45% (17/38),63% (5/8),32% (18/56),44% (16/36),18% (2/11),59% (58/99),37% (34/92),48% (92/191),75% (9/12),17% (2/12),46% (11/24),[],[],[],[],[],0
05.07.2022,Nishioka Y.,2,,,,,,4,2,61%,68% (38/56),56% (20/36),82% (9/11),33% (20/61),55% (21/38),38% (3/8),63% (58/92),41% (41/99),52% (99/191),83% (10/12),25% (3/12),54% (13/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Malaga (Spain),hard,header
28.06.2022,Kuznetsov An.,1,,,,,,6,5,56%,63% (32/51),40% (16/40),45% (5/11),30% (17/57),60% (21/35),27% (3/11),53% (48/91),41% (38/92),47% (86/183),57% (8/14),23% (3/13),41% (11/27),[],[],[],[],[],0
28.06.2022,Bhambri Y.,2,,,,,,2,5,62%,70% (40/57),40% (14/35),73% (8/11),37% (19/51),60% (24/40),55% (6/11),59% (54/92),47% (43/91),53% (97/183),77% (10/13),43% (6/14),59% (16/27),[],[],[],[],[],0
ATP - SINGLES Mallorca (Spain) - Qualification,grass,header
18.06.2022,Kuznetsov An.,1,,,,,,7,7,60%,79% (46/58),49% (19/39),0% (0/3),18% (10/57),40% (17/43),0% (0/5),67% (65/97),27% (27/100),47% (92/197),81% (13/16),0% (0/15),42% (13/31),[],[],[],[],[],0
18.06.2022,Halys Q.,2,,,,,,20,4,57%,82% (47/57),60% (26/43),100% (5/5),21% (12/58),51% (20/39),100% (3/3),73% (73/100),33% (32/97),53% (105/197),100% (15/15),19% (3/16),58% (18/31),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Bratislava (Slovakia),clay,header
10.06.2022,Kuznetsov An.,0,,,,,,1,2,46%,55% (21/38),55% (24/44),67% (6/9),29% (10/35),30% (7/23),0% (0/4),55% (45/82),29% (17/58),44% (62/140),67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],0
10.06.2022,Shevchenko A.,2,,,,,,1,1,60%,71% (25/35),70% (16/23),100% (4/4),45% (17/38),45% (20/44),33% (3/9),71% (41/58),45% (37/82),56% (78/140),100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],0
08.06.2022,Kuznetsov An.,2,,,,,,2,0,60%,72% (21/29),68% (13/19),0% (0/1),47% (17/36),56% (15/27),36% (4/11),71% (34/48),51% (32/63),59% (66/111),89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],0
08.06.2022,Wessels L.,0,,,,,,2,5,57%,53% (19/36),44% (12/27),64% (7/11),28% (8/29),32% (6/19),100% (1/1),49% (31/63),29% (14/48),41% (45/111),50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],0
06.06.2022,Kuznetsov An.,2,,,,,,2,3,55%,78% (32/41),55% (18/33),0% (0/2),26% (12/47),55% (18/33),29% (2/7),68% (50/74),38% (30/80),52% (80/154),83% (10/12),17% (2/12),50% (12/24),[],[],[],[],[],0
06.06.2022,Karol M.,0,,,,,,4,5,59%,74% (35/47),45% (15/33),71% (5/7),22% (9/41),45% (15/33),100% (2/2),63% (50/80),32% (24/74),48% (74/154),83% (10/12),17% (2/12),50% (12/24),[],[],[],[],[],0
ATP - SINGLES French Open (France),clay,header
22.05.2022,Kuznetsov An.,1,,,,,,5,6,55%,61% (40/66),41% (22/54),20% (2/10),43% (31/72),44% (16/36),46% (6/13),38,51,51% (18/35),52% (62/120),44% (47/108),48% (109/228),53% (9/17),35% (6/17),44% (15/34),[],[],[],[],[],0
22.05.2022,Schwartzman D.,3,,,,,,1,7,67%,57% (41/72),56% (20/36),54% (7/13),39% (26/66),59% (32/54),80% (8/10),26,39,56% (10/18),56% (61/108),48% (58/120),52% (119/228),65% (11/17),47% (8/17),56% (19/34),[],[],[],[],[],0
ATP - SINGLES French Open (France) - Qualification,clay,header
20.05.2022,Kuznetsov An.,2,,,,,,1,2,60%,56% (33/59),64% (25/39),75% (9/12),43% (19/44),43% (20/46),50% (5/10),28,44,74% (20/27),59% (58/98),43% (39/90),52% (97/188),79% (11/14),36% (5/14),57% (16/28),[],[],[],[],[],0
