Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,367/283,321/220,36/42,8/16,1/4,1/1
2024,29/24,26/17,3/5,0/1,0/1,-
2023,28/34,12/19,15/13,0/1,1/1,-
2022,33/33,23/15,6/11,3/6,-,1/1
2021,16/16,14/12,2/3,-,0/1,-
2020,17/19,13/14,4/3,0/2,-,-
2019,65/25,60/22,3/2,2/1,-,-
2018,42/27,39/22,-,3/5,-,-
2017,39/27,39/27,-,-,-,-
2016,52/29,52/28,0/1,-,-,-
2015,11/21,11/20,-,-,0/1,-
2014,30/25,27/21,3/4,-,-,-
2013,5/3,5/3,-,-,-,-
