Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/78,69/55,12/9,6/13,0/1,-
2024,37/31,29/20,6/6,2/4,0/1,-
2023,38/29,32/23,6/3,0/3,-,-
2022,8/14,6/10,-,2/4,-,-
2021,2/2,2/2,-,-,-,-
2020,2/2,-,-,2/2,-,-
