Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,366/227,334/198,22/19,9/9,1/1,-
2024,39/27,33/22,6/4,0/1,-,-
2023,36/22,32/19,0/2,4/1,-,-
2022,46/22,45/21,-,-,1/1,-
2021,41/25,41/25,-,-,-,-
2020,24/17,24/17,-,-,-,-
2019,42/34,39/26,1/2,2/6,-,-
2018,62/28,58/25,1/2,3/1,-,-
2017,35/30,29/26,6/4,-,-,-
2016,34/17,26/12,8/5,-,-,-
2015,7/4,7/4,-,-,-,-
2014,0/1,0/1,-,-,-,-
