Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/47,14/18,20/18,9/9,-,2/2
2024,25/21,10/9,6/6,9/6,-,-
2023,17/13,3/3,14/9,0/1,-,-
2022,0/7,0/3,0/2,0/2,-,-
2021,0/3,0/2,0/1,-,-,-
2020,2/2,-,-,-,-,2/2
2018,1/1,1/1,-,-,-,-
