Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,237/171,68/37,120/90,39/35,10/9,-
2024,0/1,0/1,-,-,-,-
2023,13/20,0/2,10/11,3/7,-,-
2022,22/13,9/4,7/5,2/3,4/1,-
2021,32/17,10/2,16/11,6/3,0/1,-
2020,10/4,6/2,4/2,-,-,-
2019,5/10,-,4/6,1/4,-,-
2018,20/22,6/4,7/10,2/3,5/5,-
2017,36/22,2/3,27/15,7/4,-,-
2016,17/11,-,14/7,3/4,-,-
2013,25/13,7/3,5/6,12/3,1/1,-
2012,25/20,11/6,11/10,3/3,0/1,-
2011,31/17,16/9,15/7,0/1,-,-
2010,1/1,1/1,-,-,-,-
