Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,195/175,128/123,44/30,23/22,-,-
2023,20/20,18/16,1/1,1/3,-,-
2022,23/24,13/16,7/6,3/2,-,-
2021,28/21,16/14,4/3,8/4,-,-
2020,18/11,3/4,12/4,3/3,-,-
2019,33/33,19/22,11/8,3/3,-,-
2018,24/27,18/19,4/3,2/5,-,-
2017,31/22,23/17,5/3,3/2,-,-
2016,13/9,13/8,0/1,-,-,-
2015,4/5,4/5,-,-,-,-
2014,1/1,1/1,-,-,-,-
2013,0/2,0/1,0/1,-,-,-
