Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,72/45,71/43,1/2,-,-,-
2024,27/15,27/15,-,-,-,-
2023,13/6,12/4,1/2,-,-,-
2022,21/12,21/12,-,-,-,-
2021,8/7,8/7,-,-,-,-
2020,2/3,2/3,-,-,-,-
2018,1/2,1/2,-,-,-,-
