Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,94/38,52/23,8/4,24/9,-,10/2
2024,25/9,20/8,-,5/1,-,-
2023,45/14,25/7,1/2,14/4,-,5/1
2022,22/13,6/7,7/2,4/3,-,5/1
2021,2/2,1/1,-,1/1,-,-
