Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Doha (Qatar),hard,header
WTA - SINGLES :  Doha (Qatar),hard,header
09.02. 19:40,Sonmez Z.,0,3,3,,,,0,6,54%,65% (28/43),30% (11/37),50% (5/10),39% (16/41),41% (11/27),17% (2/12),49% (39/80),40% (27/68),45% (66/148),4,1,44% (4/9),22% (2/9),33% (6/18),[],"['2', '2', '3', '5']",[],[],[],0
09.02. 19:40,Kostyuk M.,2,6,6,,,,2,3,60%,61% (25/41),59% (16/27),83% (10/12),35% (15/43),70% (26/37),50% (5/10),60% (41/68),51% (41/80),55% (82/148),6,0,78% (7/9),56% (5/9),67% (12/18),"['3', '1']","['1', '0', '3', '2', '5', '2', '6', '3']",[],[],[],0
WTA - SINGLES :  Abu Dhabi (United Arab Emirates) - Qualification,hard,header
02.02. 14:30,Sonmez Z.,0,1,2,,,,0,2,54%,48% (12/25),33% (7/21),33% (3/9),36% (14/39),38% (3/8),20% (1/5),41% (19/46),36% (17/47),39% (36/93),3,0,25% (2/8),14% (1/7),20% (3/15),[],"['2', '3']",[],[],[],1.78
02.02. 14:30,Zarazua R.,2,6,6,,,,1,0,83%,64% (25/39),63% (5/8),80% (4/5),52% (13/25),67% (14/21),67% (6/9),64% (30/47),59% (27/46),61% (57/93),7,0,86% (6/7),75% (6/8),80% (12/15),"['1', '0', '3', '0', '6', '1']","['3', '1', '4', '2', '6', '2']",[],[],[],2.04
01.02. 19:45,Sonmez Z.,2,6,5,7,,,2,6,55%,64% (38/59),56% (27/48),64% (7/11),45% (33/73),52% (12/23),67% (6/9),61% (65/107),47% (45/96),54% (110/203),6,0,75% (12/16),40% (6/15),58% (18/31),"['2', '0', '4', '0']","['3', '2', '4', '3']","['1', '0', '6', '5']",[],[],2.09
01.02. 19:45,Townsend T.,1,1,7,5,,,3,3,76%,55% (40/73),48% (11/23),33% (3/9),36% (21/59),44% (21/48),36% (4/11),53% (51/96),39% (42/107),46% (93/203),4,0,60% (9/15),25% (4/16),42% (13/31),[],"['3', '3', '4', '4', '7', '5']","['5', '5']",[],[],1.69
WTA - SINGLES :  Linz (Austria) - Qualification,hard,header
27.01. 17:10,Sonmez Z.,0,4,3,,,,1,4,66%,65% (24/37),47% (9/19),60% (6/10),25% (9/36),50% (10/20),50% (2/4),59% (33/56),34% (19/56),46% (52/112),4,0,56% (5/9),20% (2/10),37% (7/19),"['3', '4']","['3', '4']",[],[],[],1.49
27.01. 17:10,Martic P.,2,6,6,,,,9,1,64%,75% (27/36),50% (10/20),50% (2/4),35% (13/37),53% (10/19),40% (4/10),66% (37/56),41% (23/56),54% (60/112),6,0,80% (8/10),44% (4/9),63% (12/19),"['4', '2', '6', '4']","['3', '1', '5', '3']",[],[],[],2.51
